,beanie_pval,direction,robust,excluded_BRCA_41,excluded_BRCA_10,excluded_BRCA_12,excluded_BRCA_8,excluded_BRCA_40,excluded_BRCA_47,excluded_BRCA_36,excluded_BRCA_1,excluded_BRCA_13,excluded_BRCA_42,excluded_BRCA_43,excluded_BRCA_15,excluded_BRCA_18,excluded_BRCA_50,excluded_BRCA_35,excluded_BRCA_37,excluded_BRCA_5,excluded_BRCA_2,excluded_BRCA_27,excluded_BRCA_33,excluded_BRCA_31,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_34,excluded_BRCA_3,excluded_BRCA_29,excluded_BRCA_25
REACTOME_INTERFERON_GAMMA_SIGNALING,0.23958000000000002,treatment_naive,False,5.090909090909092,0.7272727272727273,0.2727272727272727,4.636363636363637,3.5454545454545454,2.0,1.272727272727273,0.4545454545454546,2.636363636363636,1.8181818181818183,0.9090909090909092,0.18181818181818185,2.545454545454546,1.9090909090909092,0.6363636363636365,0.7272727272727273,0.3636363636363637,3.363636363636364,0.3636363636363637,1.3636363636363635,4.818181818181818,0.0,0.0,0.7272727272727273,0.5454545454545454,0.0,2.4545454545454546
REACTOME_INTERFERON_SIGNALING,0.20318,treatment_naive,False,5.571428571428571,0.07142857142857142,0.14285714285714285,4.357142857142857,4.071428571428569,1.9285714285714288,3.5,0.7142857142857143,2.8571428571428568,1.2857142857142856,0.857142857142857,0.0,2.5,1.1428571428571428,0.9285714285714284,0.4285714285714285,0.2857142857142857,4.571428571428571,0.5714285714285714,2.0,5.571428571428571,0.0,0.21428571428571425,1.1428571428571428,0.7142857142857143,0.35714285714285715,2.8571428571428568
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.99998,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,0.25592,treatment_naive,False,1.9,1.3,0.7000000000000001,2.5,1.9,1.7,1.3,1.9,0.5,0.6,0.4,0.4,2.7,1.0,0.5,0.5,0.5,3.0,1.1,1.1,0.7000000000000001,1.0,0.5,2.1,0.7000000000000001,2.0,0.5
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,0.9999299999999999,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WP_TYPE_II_INTERFERON_SIGNALING,0.9204399999999999,anti_PD1,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
WP_TYPE_III_INTERFERON_SIGNALING,0.444,treatment_naive,False,8.399999999999999,0.0,0.6,0.7999999999999999,1.4,1.0,0.2,0.0,0.7999999999999999,0.4,0.7999999999999999,0.4,1.6,0.7999999999999999,1.0,0.0,0.4,0.6,0.6,0.7999999999999999,0.7999999999999999,0.6,0.6,0.4,1.0,0.6,1.0
BROWNE_INTERFERON_RESPONSIVE_GENES,0.2696,treatment_naive,False,6.6,0.1,0.4,2.8999999999999995,5.6000000000000005,1.0,3.3,0.0,1.7,0.2,0.8999999999999999,0.1,0.7999999999999999,1.3,0.5,0.1,0.4,3.0,0.2,0.8999999999999999,6.7,0.0,0.0,0.4,0.7999999999999999,0.0,0.6
ZHANG_INTERFERON_RESPONSE,0.59473,anti_PD1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
REACTOME_CYTOPROTECTION_BY_HMOX1,0.9212799999999999,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,0.66868,treatment_naive,False,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,1.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0
PAM50,0.060039999999999996,anti_PD1,False,1.1489361702127658,1.1914893617021278,0.9148936170212766,1.5319148936170213,1.6382978723404256,0.4893617021276596,0.8510638297872342,0.6808510638297873,1.2978723404255321,1.6170212765957448,1.0638297872340423,1.8510638297872344,0.5744680851063829,1.2127659574468084,0.8510638297872342,0.9787234042553192,1.574468085106383,0.23404255319148934,0.6170212765957447,1.1489361702127658,0.9787234042553192,1.1063829787234043,1.0638297872340423,1.1914893617021278,1.0638297872340423,0.8936170212765958,1.7021276595744683
WU_ET_AL_BASAL_SC,0.01408,anti_PD1,False,1.1333333333333333,1.08,1.2133333333333334,0.7200000000000001,0.4666666666666666,1.1466666666666667,0.7999999999999999,0.8533333333333334,1.106666666666667,1.0533333333333337,1.2133333333333334,1.106666666666667,1.24,0.38666666666666666,1.2133333333333334,0.9066666666666668,1.32,0.13333333333333333,0.6133333333333334,1.1733333333333331,0.9333333333333332,0.9866666666666668,0.9866666666666668,0.68,1.2266666666666668,1.0933333333333333,1.0133333333333334
WU_ET_AL_HER2E_SC,0.70522,anti_PD1,False,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
WU_ET_AL_LUMA_SC,0.03393,anti_PD1,False,1.26,1.04,1.74,0.96,0.94,1.68,1.3,0.46,1.26,1.5,1.38,1.7,1.36,0.94,0.8,1.36,1.8,0.34,0.76,1.14,1.02,0.64,1.28,0.68,1.12,0.52,1.58
WU_EL_AL_LUMB_SC,0.00942,anti_PD1,False,0.7051282051282052,1.282051282051282,1.2692307692307692,0.858974358974359,1.282051282051282,1.0384615384615383,0.9487179487179488,1.0512820512820509,0.9743589743589745,1.2179487179487178,1.0512820512820509,1.2692307692307692,1.1282051282051282,1.1538461538461535,1.1666666666666667,1.064102564102564,1.1794871794871795,0.5769230769230769,1.064102564102564,1.064102564102564,1.0128205128205128,0.91025641025641,1.064102564102564,1.0128205128205128,1.205128205128205,1.205128205128205,1.1153846153846154
HALLMARK_ADIPOGENESIS,0.77899,treatment_naive,False,0.5,1.0,2.0,3.0,0.0,0.0,1.0,0.5,1.5,1.0,0.0,1.0,0.5,0.0,2.0,0.0,0.5,5.5,0.5,1.5,1.0,0.0,1.0,0.0,0.0,0.5,0.5
HALLMARK_ALLOGRAFT_REJECTION,0.3245,treatment_naive,False,4.285714285714286,0.2857142857142857,1.4285714285714286,1.714285714285714,5.7142857142857135,0.7142857142857143,2.4285714285714284,0.5714285714285714,1.0,1.2857142857142856,0.14285714285714285,0.2857142857142857,4.142857142857142,2.4285714285714284,0.14285714285714285,0.7142857142857143,0.5714285714285714,7.142857142857142,2.142857142857143,0.5714285714285714,3.0,1.0,0.0,2.2857142857142856,0.14285714285714285,1.1428571428571428,2.2857142857142856
HALLMARK_ANDROGEN_RESPONSE,0.9704,anti_PD1,False,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
HALLMARK_ANGIOGENESIS,0.66474,treatment_naive,False,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
HALLMARK_APICAL_JUNCTION,0.7863600000000001,anti_PD1,False,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HALLMARK_APICAL_SURFACE,0.6726,anti_PD1,False,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.5,1.5,0.0,1.5,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.0,7.000000000000001,0.5
HALLMARK_APOPTOSIS,0.16535,anti_PD1,False,0.3529411764705882,1.2352941176470589,2.117647058823529,0.3529411764705882,0.823529411764706,1.3529411764705879,1.0588235294117645,1.4705882352941175,0.3529411764705882,2.117647058823529,0.7647058823529411,4.647058823529411,0.9411764705882352,0.5882352941176471,1.0,1.2941176470588234,2.294117647058824,0.05882352941176471,0.6470588235294117,1.5294117647058822,0.6470588235294117,0.9411764705882352,1.9411764705882355,0.411764705882353,3.882352941176471,0.1176470588235294,1.4117647058823528
HALLMARK_BILE_ACID_METABOLISM,0.28365,anti_PD1,False,0.15384615384615385,1.4615384615384617,1.3076923076923077,0.4615384615384615,0.8461538461538461,0.5384615384615385,0.4615384615384615,0.5384615384615385,0.3076923076923077,0.6153846153846154,1.2307692307692308,1.6923076923076923,0.923076923076923,1.0769230769230769,0.5384615384615385,1.6153846153846152,0.38461538461538464,0.23076923076923075,1.6153846153846152,0.6923076923076923,1.1538461538461535,1.1538461538461535,0.38461538461538464,1.3846153846153846,0.6153846153846154,0.4615384615384615,1.1538461538461535
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.59442,anti_PD1,False,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,5.0,1.0,1.0
HALLMARK_COAGULATION,0.20103,anti_PD1,False,2.4285714285714284,0.4285714285714285,0.9285714285714284,0.5,0.857142857142857,0.5714285714285714,0.857142857142857,0.35714285714285715,0.7857142857142857,2.2857142857142856,0.9285714285714284,3.071428571428571,1.0,1.4285714285714286,0.9285714285714284,0.5,4.071428571428569,0.21428571428571425,1.2142857142857142,3.571428571428571,3.3571428571428568,0.14285714285714285,0.14285714285714285,1.0714285714285714,4.714285714285714,0.6428571428571428,0.5714285714285714
HALLMARK_COMPLEMENT,0.9912799999999999,anti_PD1,False,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
HALLMARK_DNA_REPAIR,0.6826,anti_PD1,False,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,26.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0
HALLMARK_E2F_TARGETS,0.98349,anti_PD1,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.3584,anti_PD1,False,1.8888888888888893,0.5555555555555556,0.11111111111111112,0.5555555555555556,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4444444444444445,0.5555555555555556,3.5555555555555562,0.5555555555555556,0.4444444444444445,1.0,0.11111111111111112,3.888888888888889,0.11111111111111112,0.22222222222222224,5.777777777777778,3.888888888888889,0.11111111111111112,0.0,0.4444444444444445,8.0,0.11111111111111112,0.5555555555555556
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0315,anti_PD1,False,0.5714285714285714,1.5178571428571426,1.625,1.0535714285714284,1.6428571428571428,0.5535714285714285,1.714285714285714,0.35714285714285715,0.9642857142857144,1.732142857142857,0.6071428571428571,1.732142857142857,0.8749999999999999,1.482142857142857,0.5892857142857143,0.732142857142857,1.2499999999999998,0.5535714285714285,1.6607142857142856,0.5535714285714285,0.9285714285714284,1.2857142857142856,0.6964285714285714,1.5357142857142856,1.2499999999999998,1.1964285714285714,1.0714285714285714
HALLMARK_ESTROGEN_RESPONSE_LATE,0.00285,anti_PD1,False,0.9021739130434782,1.0543478260869563,1.076086956521739,0.9891304347826086,1.0869565217391304,0.7499999999999999,1.076086956521739,0.6195652173913042,0.9456521739130436,1.0869565217391304,0.9021739130434782,1.0869565217391304,1.0108695652173914,1.076086956521739,0.8586956521739131,0.9130434782608696,1.0652173913043477,0.8152173913043478,1.0869565217391304,0.9130434782608696,0.9673913043478259,1.0108695652173914,1.0217391304347825,1.0108695652173914,1.0434782608695652,1.0434782608695652,1.0326086956521738
HALLMARK_FATTY_ACID_METABOLISM,0.42436,anti_PD1,False,0.75,2.75,2.25,0.75,1.0,3.75,0.25,1.5,0.75,1.0,5.75,6.0,5.25,2.25,2.0,3.25,3.25,0.0,1.25,1.5,1.25,0.5,1.0,0.75,0.5,0.5,1.0
HALLMARK_G2M_CHECKPOINT,0.5786,anti_PD1,False,2.666666666666667,0.0,0.0,1.3333333333333337,0.33333333333333337,0.33333333333333337,1.3333333333333337,0.33333333333333337,0.33333333333333337,0.0,2.0,0.0,4.666666666666667,0.33333333333333337,1.3333333333333337,0.0,0.33333333333333337,5.333333333333334,0.6666666666666667,1.6666666666666667,2.0,0.0,0.6666666666666667,1.0,0.0,0.0,1.3333333333333337
HALLMARK_GLYCOLYSIS,0.15439,anti_PD1,False,0.7272727272727273,1.8636363636363635,1.1363636363636365,0.9090909090909092,1.5,1.8636363636363635,0.3636363636363637,0.9090909090909092,0.7727272727272728,0.4545454545454546,2.0,3.4090909090909087,0.6363636363636365,1.681818181818182,0.2727272727272727,0.8636363636363636,2.409090909090909,0.09090909090909093,0.7727272727272728,1.8636363636363635,0.7727272727272728,0.7272727272727273,0.9090909090909092,1.0454545454545454,1.4545454545454546,0.13636363636363635,2.090909090909091
HALLMARK_HEDGEHOG_SIGNALING,0.49692,anti_PD1,False,1.0,0.0,2.0,1.0,0.0,0.0,0.5,1.0,3.0,0.5,0.0,3.0,2.0,1.5,1.0,0.5,2.5,4.0,1.5,1.5,3.0,0.5,1.0,1.0,3.5000000000000004,1.5,3.5000000000000004
HALLMARK_HEME_METABOLISM,0.5643,treatment_naive,False,1.0,0.6,0.2,2.8000000000000003,0.0,0.0,0.6,1.7999999999999998,0.6,0.0,0.4,0.2,0.7999999999999999,0.4,2.0,0.6,0.2,2.2,0.0,0.6,0.4,0.2,0.0,0.4,0.0,0.4,2.0
HALLMARK_HYPOXIA,0.02405,anti_PD1,False,0.9701492537313432,1.0,1.044776119402985,0.8358208955223881,0.5970149253731343,1.044776119402985,0.8358208955223881,1.0,0.5522388059701492,0.8656716417910446,1.1940298507462686,1.4776119402985073,0.8358208955223881,1.0746268656716418,0.8208955223880597,1.0,1.3134328358208955,0.6417910447761194,0.5970149253731343,1.208955223880597,0.7910447761194029,1.1492537313432836,0.9850746268656716,0.5671641791044776,1.3283582089552235,0.7462686567164178,1.08955223880597
HALLMARK_IL2_STAT5_SIGNALING,0.7966,treatment_naive,False,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.89999,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
HALLMARK_INFLAMMATORY_RESPONSE,0.26232,anti_PD1,False,0.125,2.125,0.625,1.0,0.75,0.25,1.125,2.125,0.375,3.875,0.375,6.5,0.75,1.875,1.0,0.375,1.5,1.125,1.625,0.25,0.5,2.0,1.7500000000000002,0.75,4.625,1.7500000000000002,0.625
HALLMARK_KRAS_SIGNALING_DN,0.28795,anti_PD1,False,0.9090909090909092,1.3636363636363635,1.272727272727273,1.181818181818182,0.4545454545454546,0.5454545454545454,1.272727272727273,0.2727272727272727,0.7272727272727273,1.8181818181818183,0.6363636363636365,0.0,2.4545454545454546,0.09090909090909093,1.5454545454545456,0.4545454545454546,1.4545454545454546,3.363636363636364,1.8181818181818183,0.6363636363636365,1.272727272727273,1.0909090909090908,0.6363636363636365,1.0909090909090908,0.3636363636363637,2.1818181818181817,1.3636363636363635
HALLMARK_KRAS_SIGNALING_UP,0.87524,anti_PD1,False,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
HALLMARK_MITOTIC_SPINDLE,0.10954000000000001,treatment_naive,False,1.1515151515151514,0.6666666666666666,0.8787878787878787,1.2727272727272727,0.8484848484848485,0.8181818181818182,1.6969696969696968,1.0303030303030305,1.5757575757575757,0.7878787878787878,1.2121212121212122,0.060606060606060615,1.9696969696969695,0.3333333333333333,1.7575757575757571,0.8484848484848485,0.696969696969697,1.6969696969696968,1.0,1.0,0.7575757575757576,0.8484848484848485,0.3939393939393939,0.8181818181818182,0.3939393939393939,0.6363636363636364,1.0606060606060606
HALLMARK_MTORC1_SIGNALING,0.43101000000000006,anti_PD1,False,1.0,13.0,9.0,1.0,7.000000000000001,1.0,1.0,0.0,3.0,1.0,9.0,46.0,0.0,21.0,1.0,9.0,32.0,2.0,1.0,3.0,0.0,5.0,7.000000000000001,4.0,0.0,2.0,1.0
HALLMARK_MYC_TARGETS_V1,0.9895200000000001,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
HALLMARK_MYC_TARGETS_V2,0.80879,treatment_naive,False,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,16.0,0.0
HALLMARK_MYOGENESIS,0.1617,anti_PD1,False,0.8076923076923076,0.8461538461538461,0.8076923076923076,0.8076923076923076,0.5384615384615385,0.7692307692307693,0.8076923076923076,0.5,0.2692307692307693,0.6538461538461539,0.8461538461538461,2.3846153846153846,0.38461538461538464,1.2692307692307692,0.5,0.4230769230769231,2.2307692307692304,0.23076923076923075,0.4615384615384615,2.1538461538461537,1.4615384615384617,0.15384615384615385,0.5769230769230769,0.5384615384615385,2.6538461538461537,1.5,0.3461538461538461
HALLMARK_NOTCH_SIGNALING,0.70658,treatment_naive,False,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.9903799999999999,anti_PD1,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
HALLMARK_P53_PATHWAY,0.03476,anti_PD1,False,1.25,0.8333333333333334,1.2166666666666668,0.8833333333333334,0.6333333333333334,0.9000000000000001,0.38333333333333336,0.8500000000000001,1.4,1.1166666666666667,1.2833333333333334,1.65,0.9000000000000001,0.9166666666666669,1.2166666666666668,0.9666666666666668,1.2833333333333334,0.6833333333333333,0.8666666666666667,1.0333333333333334,0.6833333333333333,0.7833333333333333,1.15,0.26666666666666666,1.4,1.0833333333333337,0.9666666666666668
HALLMARK_PANCREAS_BETA_CELLS,0.68092,anti_PD1,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
HALLMARK_PEROXISOME,0.8899299999999999,treatment_naive,False,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.58324,treatment_naive,False,1.5,0.0,0.0,2.5,0.0,0.5,2.0,0.5,2.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,3.0,1.5,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.5
HALLMARK_PROTEIN_SECRETION,0.9221,anti_PD1,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.17945999999999998,anti_PD1,False,1.0769230769230769,2.6153846153846154,1.5384615384615383,0.07692307692307693,1.0,2.1538461538461537,0.923076923076923,1.0,0.6153846153846154,1.0,1.3076923076923077,3.0,1.0,0.923076923076923,0.7692307692307693,1.1538461538461535,2.8461538461538463,0.0,0.7692307692307693,1.6153846153846152,0.07692307692307693,1.5384615384615383,1.846153846153846,0.5384615384615385,1.6923076923076923,0.4615384615384615,1.3846153846153846
HALLMARK_SPERMATOGENESIS,0.82544,anti_PD1,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
HALLMARK_TGF_BETA_SIGNALING,0.15966,treatment_naive,False,0.24,1.0,0.96,1.12,0.88,0.48,0.76,0.48,1.44,0.52,0.48,0.44,0.8,0.24,0.92,0.36,0.8,1.2,1.12,0.6,0.72,1.56,1.08,1.0,0.08,0.92,1.4
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.07869,anti_PD1,False,1.2888888888888888,0.5555555555555556,0.9333333333333332,0.6222222222222222,0.37777777777777777,0.6,1.3111111111111111,1.022222222222222,0.8444444444444444,1.7555555555555555,0.4444444444444445,1.8,0.5111111111111111,0.5555555555555556,0.7777777777777777,0.8222222222222222,0.9777777777777776,0.7555555555555555,0.5555555555555556,0.8444444444444444,0.37777777777777777,0.8888888888888891,1.2222222222222223,0.4222222222222222,1.7555555555555555,1.5333333333333332,0.7111111111111111
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.77193,anti_PD1,False,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
