,beanie_pval,direction,robust,excluded_BRCA_4,excluded_BRCA_24,excluded_BRCA_10,excluded_BRCA_38,excluded_BRCA_14,excluded_BRCA_32,excluded_BRCA_8,excluded_BRCA_47,excluded_BRCA_22,excluded_BRCA_19,excluded_BRCA_13,excluded_BRCA_43,excluded_BRCA_18,excluded_BRCA_9,excluded_BRCA_35,excluded_BRCA_37,excluded_BRCA_23,excluded_BRCA_2,excluded_BRCA_6,excluded_BRCA_33,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_3,excluded_BRCA_25,excluded_BRCA_7
WU_ET_AL_LUMA_SC,0.69768,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WU_EL_AL_LUMB_SC,0.35022,ER+,False,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
HALLMARK_ADIPOGENESIS,0.06234,TNBC,False,0.19444444444444448,0.2777777777777778,2.1944444444444446,0.8888888888888891,1.805555555555556,1.6388888888888888,0.3333333333333333,1.5277777777777781,1.5555555555555558,1.7222222222222223,0.8611111111111112,2.0,0.25,1.8888888888888893,0.7500000000000001,2.166666666666667,1.0833333333333337,0.08333333333333333,1.0833333333333337,1.8333333333333333,0.9722222222222222,0.5555555555555556,1.5833333333333333,1.3611111111111112,0.8611111111111112
HALLMARK_ALLOGRAFT_REJECTION,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_ANDROGEN_RESPONSE,0.04363,TNBC,False,0.2916666666666667,0.39583333333333337,1.6458333333333337,0.9375,1.5416666666666667,1.5625,0.8125000000000001,1.4166666666666667,1.0833333333333337,1.7916666666666667,1.0,1.3541666666666667,0.375,1.4166666666666667,0.9791666666666666,1.4583333333333333,1.0833333333333337,0.20833333333333331,0.9791666666666666,1.2083333333333333,0.875,0.9375,1.4166666666666667,1.1666666666666667,0.9375
HALLMARK_ANGIOGENESIS,0.04158,TNBC,False,0.029411764705882356,1.426470588235294,0.8823529411764705,1.2205882352941175,1.441176470588235,1.426470588235294,0.823529411764706,0.5441176470588235,1.338235294117647,1.1470588235294117,0.838235294117647,0.6176470588235293,0.6911764705882352,1.2941176470588234,0.7647058823529411,0.75,1.1323529411764706,0.5441176470588235,1.1029411764705879,1.3823529411764703,0.5588235294117647,0.5,1.3970588235294117,0.7058823529411764,0.25
HALLMARK_APICAL_JUNCTION,0.004220000000000001,TNBC,False,0.9791666666666666,1.0416666666666667,1.0104166666666667,1.0,1.0104166666666667,1.03125,1.0208333333333333,1.0,1.03125,1.0,1.03125,1.03125,0.9375,1.0416666666666667,1.0208333333333333,1.0208333333333333,1.0208333333333333,0.7291666666666666,0.9791666666666666,1.0416666666666667,1.0,1.0104166666666667,1.0416666666666667,1.0208333333333333,0.9375
HALLMARK_APICAL_SURFACE,0.9852,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_APOPTOSIS,0.01499,TNBC,False,0.3975903614457832,1.036144578313253,1.1204819277108435,0.7951807228915664,1.2048192771084338,1.0963855421686748,0.8313253012048193,1.108433734939759,1.0120481927710845,1.0481927710843375,0.7951807228915664,1.0240963855421688,0.4939759036144578,1.1927710843373494,0.8795180722891567,1.0843373493975903,1.0481927710843375,0.4216867469879518,1.072289156626506,1.036144578313253,0.891566265060241,0.927710843373494,1.1566265060240963,1.1325301204819278,0.5060240963855421
HALLMARK_BILE_ACID_METABOLISM,0.88497,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0024,TNBC,False,0.98989898989899,1.0,1.0101010101010102,1.0,1.0101010101010102,0.9696969696969696,1.0,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.9797979797979798,1.0101010101010102,0.9595959595959596,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,0.8484848484848485,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,1.0101010101010102
HALLMARK_COAGULATION,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_COMPLEMENT,2e-05,TNBC,True,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_DNA_REPAIR,0.16552999999999998,TNBC,False,0.4444444444444445,0.4444444444444445,2.5555555555555562,0.11111111111111112,0.3333333333333333,1.1111111111111112,0.7777777777777779,2.7777777777777777,1.8888888888888893,1.0,1.0,2.6666666666666665,0.22222222222222224,1.2222222222222223,0.4444444444444445,3.666666666666667,0.6666666666666666,0.0,0.5555555555555556,1.5555555555555558,1.5555555555555558,1.3333333333333333,1.7777777777777781,0.7777777777777779,0.6666666666666666
HALLMARK_E2F_TARGETS,0.00061,TNBC,True,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,0.98989898989899,1.0101010101010102,1.0101010101010102,0.9797979797979798,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,0.9191919191919192,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0005,ER+,True,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0
HALLMARK_ESTROGEN_RESPONSE_LATE,0.34163000000000004,ER+,False,0.0,3.5000000000000004,0.0,1.5,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,15.5,4.5,5.5,1.0,0.5,7.000000000000001,0.5,2.0,0.5,0.5,0.0,0.0,0.0
HALLMARK_FATTY_ACID_METABOLISM,0.24295999999999998,TNBC,False,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALLMARK_G2M_CHECKPOINT,0.01225,TNBC,False,0.9777777777777776,1.0333333333333334,1.1,1.0111111111111108,0.7111111111111111,1.0111111111111108,0.6777777777777777,1.0555555555555556,1.1,0.8555555555555555,0.9333333333333332,0.8222222222222222,0.5,0.9888888888888888,0.9,1.0333333333333334,0.9666666666666668,0.3555555555555556,1.0666666666666669,0.8888888888888891,1.0888888888888888,1.0666666666666669,1.0777777777777775,0.8777777777777778,0.8111111111111111
HALLMARK_GLYCOLYSIS,5.9999999999999995e-05,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_HEDGEHOG_SIGNALING,0.39626999999999996,TNBC,False,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HALLMARK_HEME_METABOLISM,0.00475,TNBC,False,0.9255319148936172,0.9787234042553192,1.0531914893617025,0.9893617021276596,1.0531914893617025,1.0,0.9680851063829788,1.0425531914893618,1.0425531914893618,1.0319148936170213,1.0319148936170213,1.0531914893617025,0.8085106382978724,1.0638297872340423,0.9893617021276596,1.0638297872340423,1.0212765957446808,0.8510638297872342,1.0319148936170213,1.0425531914893618,1.0319148936170213,0.9893617021276596,1.0425531914893618,0.946808510638298,0.9042553191489362
HALLMARK_HYPOXIA,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_IL2_STAT5_SIGNALING,0.00059,TNBC,True,0.97,0.99,1.0,1.0,1.0,0.99,0.97,0.99,1.0,1.0,0.99,1.0,0.95,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.00015,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_INFLAMMATORY_RESPONSE,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_KRAS_SIGNALING_DN,0.76007,ER+,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_KRAS_SIGNALING_UP,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_MITOTIC_SPINDLE,0.07832,TNBC,False,0.7209302325581396,2.0232558139534884,0.9069767441860466,0.7906976744186047,0.6744186046511628,1.1162790697674418,0.5813953488372093,0.7441860465116279,1.372093023255814,0.5581395348837209,0.6511627906976745,0.5813953488372093,0.20930232558139533,1.7441860465116281,0.41860465116279066,1.2325581395348841,0.7441860465116279,0.11627906976744187,1.0930232558139534,1.1395348837209305,0.7209302325581396,1.255813953488372,1.6744186046511629,0.8372093023255813,0.5348837209302326
HALLMARK_MTORC1_SIGNALING,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_MYC_TARGETS_V1,0.05546,TNBC,False,0.8636363636363636,1.068181818181818,1.75,0.3863636363636364,0.9545454545454544,0.9318181818181818,0.3636363636363637,1.9772727272727275,1.1136363636363635,0.4772727272727272,1.3863636363636362,1.886363636363636,0.15909090909090912,1.272727272727273,1.0,1.75,0.6590909090909091,0.045454545454545456,1.5227272727272727,1.5909090909090908,1.1136363636363635,1.3636363636363635,1.3863636363636362,1.5909090909090908,0.40909090909090906
HALLMARK_MYC_TARGETS_V2,0.4213,TNBC,False,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
HALLMARK_MYOGENESIS,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_NOTCH_SIGNALING,0.57326,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.21248000000000003,TNBC,False,0.0,0.5,10.5,2.5,3.0,7.5,1.0,13.0,8.0,2.5,2.5,11.0,1.0,9.5,1.5,12.5,1.5,0.0,4.0,5.0,0.0,1.5,3.0,0.5,0.5
HALLMARK_P53_PATHWAY,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_PANCREAS_BETA_CELLS,0.8368700000000001,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_PEROXISOME,0.17934,TNBC,False,0.7777777777777779,0.0,2.1111111111111107,0.6666666666666666,1.2222222222222223,1.0,0.5555555555555556,3.5555555555555562,2.0,0.4444444444444445,0.4444444444444445,2.0,0.11111111111111112,1.2222222222222223,0.7777777777777779,2.2222222222222223,1.6666666666666667,0.0,0.5555555555555556,1.3333333333333333,2.0,0.4444444444444445,0.6666666666666666,1.1111111111111112,1.0
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.029289999999999997,TNBC,False,0.7540983606557378,1.213114754098361,1.540983606557377,1.0819672131147542,0.9508196721311476,1.3770491803278688,0.8360655737704918,1.2295081967213115,1.213114754098361,1.0327868852459017,0.7868852459016393,1.2459016393442623,0.4098360655737705,1.2950819672131149,1.0655737704918034,1.540983606557377,1.0163934426229508,0.26229508196721313,1.3442622950819672,1.3934426229508197,1.1639344262295082,1.1967213114754098,1.278688524590164,1.0491803278688523,0.7868852459016393
HALLMARK_PROTEIN_SECRETION,0.06805,TNBC,False,0.5263157894736842,1.8947368421052633,2.7894736842105265,1.5789473684210529,2.4736842105263155,2.526315789473684,1.0526315789473684,2.8421052631578947,2.263157894736842,2.736842105263158,0.8947368421052632,1.947368421052632,0.42105263157894735,1.947368421052632,1.368421052631579,2.631578947368421,1.8947368421052633,0.05263157894736842,0.7894736842105263,2.263157894736842,1.0526315789473684,1.0,2.526315789473684,2.4736842105263155,1.2105263157894737
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.26265,TNBC,False,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
HALLMARK_SPERMATOGENESIS,0.9138,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_TGF_BETA_SIGNALING,0.24100000000000002,TNBC,False,1.0,1.5,1.0,1.0,2.0,6.0,2.0,3.0,1.5,2.0,1.5,2.5,1.0,8.0,2.0,7.5,0.0,0.5,6.0,0.5,0.5,1.0,6.5,2.0,0.0
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.02663,TNBC,False,0.6086956521739131,0.9565217391304348,1.2028985507246377,0.9130434782608696,1.2463768115942029,1.1884057971014492,0.6231884057971014,1.2028985507246377,1.1594202898550727,1.0434782608695652,1.2463768115942029,1.2898550724637683,0.44927536231884063,0.7971014492753624,0.8695652173913044,1.318840579710145,0.9130434782608696,0.2318840579710145,1.2318840579710146,1.1014492753623188,1.1014492753623188,1.1304347826086958,1.1594202898550727,1.173913043478261,0.5942028985507246
HALLMARK_UV_RESPONSE_DN,0.09466000000000001,TNBC,False,0.3666666666666667,1.8000000000000005,0.6,1.0666666666666669,1.866666666666667,1.7333333333333334,0.5666666666666668,0.9666666666666668,0.8666666666666667,2.4,1.1,0.7333333333333334,0.16666666666666669,1.6333333333333333,0.9000000000000001,0.5666666666666668,0.9000000000000001,0.6,1.0666666666666669,2.5,0.9000000000000001,0.3666666666666667,2.566666666666667,1.2333333333333334,0.5333333333333333
HALLMARK_UV_RESPONSE_UP,0.00149,TNBC,True,0.97,1.0,1.0,0.99,1.0,1.0,0.98,0.99,0.99,1.0,0.99,1.0,0.99,0.99,0.96,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.98
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.29531,TNBC,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HALLMARK_XENOBIOTIC_METABOLISM,0.28754,TNBC,False,0.0,0.0,4.0,0.0,14.000000000000002,6.0,0.0,3.0,2.0,7.000000000000001,2.0,6.0,0.0,7.000000000000001,0.0,3.0,3.0,0.0,7.000000000000001,1.0,6.0,0.0,1.0,2.0,2.0
ONCOGENIC_AKT_UP.V1_DN,0.00013000000000000002,TNBC,True,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
ONCOGENIC_AKT_UP.V1_UP,0.0026,TNBC,True,0.97,0.94,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,0.96,0.99,0.93,1.0,0.97,0.99,1.0,0.93,0.96,1.0,1.0,1.0,1.0,0.98,1.0
ONCOGENIC_AKT_UP_MTOR_DN.V1_DN,0.039330000000000004,TNBC,False,0.9649122807017544,0.8245614035087719,0.8070175438596492,1.0701754385964912,0.7894736842105264,1.1052631578947372,0.736842105263158,0.6666666666666667,1.0701754385964912,1.2807017543859651,1.3508771929824563,0.912280701754386,0.5614035087719299,1.1578947368421053,0.8596491228070176,1.1578947368421053,0.8771929824561404,0.7719298245614036,0.736842105263158,1.2280701754385963,1.0,0.6666666666666667,1.0526315789473684,1.0350877192982455,1.2631578947368425
