,beanie_pval,direction,robust,excluded_BRCA_10,excluded_BRCA_14,excluded_BRCA_8,excluded_BRCA_19,excluded_BRCA_9,excluded_BRCA_2,excluded_BRCA_6,excluded_BRCA_20
ONCOGENIC_CRX_DN.V1_DN,0.03559,TNBC,False,0.01449275362318841,0.8985507246376813,1.420289855072464,0.1449275362318841,0.028985507246376812,0.6811594202898551,1.420289855072464,1.1449275362318845
ONCOGENIC_CRX_DN.V1_UP,0.69008,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CRX_NRL_DN.V1_DN,0.55316,ER+,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_CRX_NRL_DN.V1_UP,0.57938,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CSR_EARLY_UP.V1_DN,0.35616,ER+,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_CSR_EARLY_UP.V1_UP,7e-05,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CSR_LATE_UP.V1_DN,0.4974,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_CSR_LATE_UP.V1_UP,0.01341,TNBC,False,1.0309278350515465,0.7525773195876289,1.0309278350515465,0.9484536082474228,0.9175257731958764,0.15463917525773194,1.0309278350515465,1.0206185567010309
ONCOGENIC_CTIP_DN.V1_DN,0.58621,ER+,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_CTIP_DN.V1_UP,0.48002,ER+,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.10858,TNBC,False,0.24,0.0,1.88,0.16,1.32,0.24,2.92,0.08
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.08404,TNBC,False,2.771428571428572,0.028571428571428574,0.0,0.4000000000000001,0.0,2.0,2.8571428571428568,0.17142857142857146
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.0038,TNBC,True,1.0101010101010102,1.0,1.0101010101010102,0.9797979797979798,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.13760999999999998,TNBC,False,0.5454545454545454,0.0,0.2727272727272727,0.0,0.0,1.0909090909090908,6.8181818181818175,0.0
ONCOGENIC_DCA_UP.V1_DN,0.91471,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_DCA_UP.V1_UP,0.74997,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_E2F1_UP.V1_DN,0.059160000000000004,TNBC,False,3.8,1.36,0.0,1.52,2.8,3.88,0.16,1.28
ONCOGENIC_E2F1_UP.V1_UP,0.01831,TNBC,False,1.020408163265306,0.836734693877551,0.8571428571428571,0.8979591836734694,0.2755102040816327,0.8163265306122449,1.020408163265306,1.020408163265306
ONCOGENIC_E2F3_UP.V1_DN,0.03705,ER+,False,0.475,0.8375,1.1125,1.125,1.075,0.7124999999999999,0.7374999999999999,0.825
ONCOGENIC_E2F3_UP.V1_UP,0.01899,ER+,False,1.0416666666666667,0.71875,1.03125,0.6354166666666666,0.8854166666666666,0.8020833333333334,1.0416666666666667,0.8958333333333334
ONCOGENIC_EGFR_UP.V1_DN,0.09191,ER+,False,0.0,2.9090909090909087,2.8787878787878785,0.5151515151515151,1.1212121212121209,0.0,0.0,0.3939393939393939
ONCOGENIC_EGFR_UP.V1_UP,0.031160000000000004,TNBC,False,0.6666666666666667,0.9583333333333334,1.0416666666666667,0.5104166666666666,0.65625,0.7604166666666666,1.0104166666666667,0.3645833333333333
ONCOGENIC_EIF4E_DN,0.13938,TNBC,False,1.0,0.0,0.2857142857142857,0.0,0.7142857142857143,1.1428571428571428,1.0,0.0
ONCOGENIC_EIF4E_UP,0.19454000000000002,TNBC,False,3.0,0.0,0.0,0.0,0.0,5.0,86.0,13.0
ONCOGENIC_ERBB2_UP.V1_DN,0.057839999999999996,TNBC,False,2.3255813953488373,0.0,0.0,0.2325581395348837,0.2325581395348837,1.6976744186046508,2.3255813953488373,0.9767441860465116
ONCOGENIC_ERBB2_UP.V1_UP,0.01766,TNBC,False,0.4823529411764706,1.1764705882352942,1.1764705882352942,1.1764705882352942,1.1294117647058823,0.8705882352941177,0.6,0.011764705882352941
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.74638,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.21636,ER+,False,0.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.09454,TNBC,False,0.8260869565217391,1.1304347826086956,0.6521739130434782,0.6086956521739131,0.43478260869565216,0.0,0.5652173913043478,2.9130434782608696
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.37492,TNBC,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.06406,ER+,False,2.2222222222222223,1.5555555555555554,0.24444444444444444,1.2444444444444445,1.8,0.11111111111111112,0.04444444444444445,0.8222222222222222
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.00029,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.10095,TNBC,False,0.0,1.95,2.65,1.7,0.0,0.25,1.7999999999999998,0.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.7115600000000001,TNBC,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.05049,TNBC,False,1.5151515151515151,0.1818181818181818,0.21212121212121213,0.6818181818181818,0.3333333333333333,0.7575757575757576,1.5151515151515151,0.5303030303030303
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.09317,TNBC,False,0.6842105263157895,0.10526315789473684,0.0,4.368421052631579,0.8421052631578947,3.4736842105263164,2.0526315789473686,4.842105263157895
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.010190000000000001,TNBC,False,1.0,0.57,0.67,0.97,0.74,1.0,1.0,0.93
ONCOGENIC_GLI1_UP.V1_DN,0.01645,TNBC,False,1.020408163265306,0.9591836734693876,1.0,0.5510204081632654,1.020408163265306,0.6428571428571429,0.8571428571428571,0.979591836734694
ONCOGENIC_GLI1_UP.V1_UP,0.24855,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.055139999999999995,TNBC,False,1.2499999999999998,0.17857142857142858,0.4107142857142857,0.05357142857142856,1.6428571428571428,0.857142857142857,0.7678571428571428,1.5357142857142856
ONCOGENIC_HINATA_NFKB_MATRIX,0.01608,TNBC,False,1.0326086956521738,0.5326086956521738,1.0869565217391304,0.6521739130434782,1.0869565217391304,0.4239130434782609,1.0326086956521738,0.6086956521739131
ONCOGENIC_HOXA9_DN.V1_DN,0.01372,TNBC,False,1.075268817204301,1.0,0.4086021505376344,1.064516129032258,0.5053763440860215,0.6881720430107526,1.075268817204301,1.075268817204301
ONCOGENIC_HOXA9_DN.V1_UP,0.10098,TNBC,False,1.0,0.023809523809523808,0.0,0.047619047619047616,0.2380952380952381,2.071428571428572,1.1666666666666667,0.21428571428571427
ONCOGENIC_IL15_UP.V1_DN,0.26461999999999997,ER+,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_IL15_UP.V1_UP,0.19776,ER+,False,54.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0
ONCOGENIC_IL21_UP.V1_DN,0.63264,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_IL21_UP.V1_UP,0.28831999999999997,ER+,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_IL2_UP.V1_DN,0.40544,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_IL2_UP.V1_UP,0.43218999999999996,ER+,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JAK2_DN.V1_DN,0.08696,ER+,False,0.4545454545454546,2.272727272727273,1.0454545454545454,1.5909090909090908,0.4545454545454546,0.0,0.3636363636363637,3.6363636363636367
ONCOGENIC_JAK2_DN.V1_UP,0.8991899999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_DN,0.71432,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_UP,0.74792,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.300_UP.V1_DN,0.99166,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.300_UP.V1_UP,0.97441,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.50_UP.V1_DN,0.8549,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.50_UP.V1_UP,0.56374,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_DN,0.87139,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_UP,0.13395,ER+,False,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
ONCOGENIC_KRAS.600_UP.V1_DN,0.6151,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600_UP.V1_UP,0.20412,ER+,False,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.013930000000000001,ER+,False,1.0638297872340423,0.6489361702127661,0.3297872340425532,0.9361702127659576,1.0212765957446808,1.0638297872340423,1.0638297872340423,0.9680851063829788
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.44732,ER+,False,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.14305,ER+,False,8.5,0.0,2.5,1.0,1.0,0.0,2.5,14.499999999999998
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.74348,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
