,Tumor State,Gene Signature,BEANIE p-value,Direction,Robustness
152,Tumor State 1,ONCOGENIC_IL21_UP.V1_UP,0.0196,TNBC,False
154,Tumor State 1,ONCOGENIC_IL2_UP.V1_UP,0.0058,TNBC,False
159,Tumor State 1,ONCOGENIC_KRAS.300_UP.V1_DN,0.0373,TNBC,False
161,Tumor State 1,ONCOGENIC_KRAS.50_UP.V1_DN,0.0483,TNBC,False
165,Tumor State 1,ONCOGENIC_KRAS.600_UP.V1_DN,0.0412,TNBC,False
172,Tumor State 1,ONCOGENIC_KRAS.DF.V1_UP,0.0271,TNBC,False
174,Tumor State 1,ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.0201,TNBC,False
177,Tumor State 1,ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.0003,TNBC,True
179,Tumor State 1,ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.0002,TNBC,True
182,Tumor State 1,ONCOGENIC_LEF1_UP.V1_UP,0.0,TNBC,True
183,Tumor State 1,ONCOGENIC_LTE2_UP.V1_DN,0.0252,TNBC,False
184,Tumor State 1,ONCOGENIC_LTE2_UP.V1_UP,0.0014,TNBC,False
186,Tumor State 1,ONCOGENIC_MEK_UP.V1_UP,0.0,TNBC,True
188,Tumor State 1,ONCOGENIC_MEL18_DN.V1_UP,0.001,TNBC,True
190,Tumor State 1,ONCOGENIC_MTOR_UP.N4.V1_UP,0.0002,TNBC,True
191,Tumor State 1,ONCOGENIC_MTOR_UP.V1_DN,0.0072,TNBC,False
192,Tumor State 1,ONCOGENIC_MTOR_UP.V1_UP,0.0257,TNBC,False
195,Tumor State 1,ONCOGENIC_NFE2L2.V2,0.0029,TNBC,False
200,Tumor State 1,ONCOGENIC_P53_DN.V1_DN,0.0,TNBC,True
201,Tumor State 1,ONCOGENIC_P53_DN.V1_UP,0.0015,TNBC,True
203,Tumor State 1,ONCOGENIC_P53_DN.V2_UP,0.001,TNBC,True
210,Tumor State 1,ONCOGENIC_PKCA_DN.V1_DN,0.0487,TNBC,False
213,Tumor State 1,ONCOGENIC_PRC1_BMI_UP.V1_UP,0.015,TNBC,False
217,Tumor State 1,ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.0032,TNBC,True
220,Tumor State 1,ONCOGENIC_PTEN_DN.V1_DN,0.0004,TNBC,True
223,Tumor State 1,ONCOGENIC_PTEN_DN.V2_UP,0.0202,TNBC,False
224,Tumor State 1,ONCOGENIC_RAF_UP.V1_DN,0.0208,ER+,False
225,Tumor State 1,ONCOGENIC_RAF_UP.V1_UP,0.0,TNBC,True
228,Tumor State 1,ONCOGENIC_RB_DN.V1_DN,0.0222,TNBC,False
230,Tumor State 1,ONCOGENIC_RB_P107_DN.V1_DN,0.0138,TNBC,False
231,Tumor State 1,ONCOGENIC_RB_P107_DN.V1_UP,0.0001,TNBC,True
232,Tumor State 1,ONCOGENIC_RB_P130_DN.V1_DN,0.0015,TNBC,False
236,Tumor State 1,ONCOGENIC_RPS14_DN.V1_DN,0.0137,TNBC,False
237,Tumor State 1,ONCOGENIC_RPS14_DN.V1_UP,0.0,TNBC,True
239,Tumor State 1,ONCOGENIC_SIRNA_EIF4GI_DN,0.0132,TNBC,False
240,Tumor State 1,ONCOGENIC_SIRNA_EIF4GI_UP,0.0151,TNBC,False
241,Tumor State 1,ONCOGENIC_SNF5_DN.V1_DN,0.0026,TNBC,True
242,Tumor State 1,ONCOGENIC_SNF5_DN.V1_UP,0.0,TNBC,True
245,Tumor State 1,ONCOGENIC_STK33_DN,0.0024,TNBC,False
246,Tumor State 1,ONCOGENIC_STK33_NOMO_DN,0.0152,TNBC,False
247,Tumor State 1,ONCOGENIC_STK33_NOMO_UP,0.004,TNBC,False
248,Tumor State 1,ONCOGENIC_STK33_SKM_DN,0.0072,TNBC,False
249,Tumor State 1,ONCOGENIC_STK33_SKM_UP,0.0325,TNBC,False
252,Tumor State 1,ONCOGENIC_TBK1.DF_UP,0.0143,TNBC,False
257,Tumor State 1,ONCOGENIC_VEGF_A_UP.V1_DN,0.0482,TNBC,False
258,Tumor State 1,ONCOGENIC_VEGF_A_UP.V1_UP,0.0249,TNBC,False
259,Tumor State 1,ONCOGENIC_WNT_UP.V1_DN,0.004,TNBC,True
1,Tumor State 2,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.0,TNBC,True
2,Tumor State 2,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.0004,TNBC,True
3,Tumor State 2,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.0,TNBC,True
4,Tumor State 2,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.0071,TNBC,False
5,Tumor State 2,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0026,TNBC,False
6,Tumor State 2,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0,TNBC,True
8,Tumor State 2,NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,0.008,TNBC,False
9,Tumor State 2,NATSUME_RESPONSE_TO_INTERFERON_BETA_UP,0.0209,TNBC,False
10,Tumor State 2,REACTOME_INTERFERON_GAMMA_SIGNALING,0.0014,TNBC,False
11,Tumor State 2,REACTOME_INTERFERON_SIGNALING,0.0,TNBC,True
15,Tumor State 2,WP_TYPE_II_INTERFERON_SIGNALING,0.0171,TNBC,False
17,Tumor State 2,BROWNE_INTERFERON_RESPONSIVE_GENES,0.0094,TNBC,False
19,Tumor State 2,REACTOME_CYTOPROTECTION_BY_HMOX1,0.0037,TNBC,False
22,Tumor State 2,WU_ET_AL_BASAL_SC,0.0003,TNBC,True
26,Tumor State 2,HALLMARK_ADIPOGENESIS,0.0,TNBC,True
27,Tumor State 2,HALLMARK_ALLOGRAFT_REJECTION,0.0015,TNBC,False
28,Tumor State 2,HALLMARK_ANDROGEN_RESPONSE,0.0,TNBC,True
30,Tumor State 2,HALLMARK_APICAL_JUNCTION,0.0026,TNBC,False
32,Tumor State 2,HALLMARK_APOPTOSIS,0.0001,TNBC,True
34,Tumor State 2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0002,TNBC,True
35,Tumor State 2,HALLMARK_COAGULATION,0.0002,TNBC,True
36,Tumor State 2,HALLMARK_COMPLEMENT,0.0,TNBC,True
37,Tumor State 2,HALLMARK_DNA_REPAIR,0.0222,TNBC,False
39,Tumor State 2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0003,TNBC,False
42,Tumor State 2,HALLMARK_FATTY_ACID_METABOLISM,0.0,TNBC,True
44,Tumor State 2,HALLMARK_GLYCOLYSIS,0.0,TNBC,True
46,Tumor State 2,HALLMARK_HEME_METABOLISM,0.0001,TNBC,True
47,Tumor State 2,HALLMARK_HYPOXIA,0.0,TNBC,True
48,Tumor State 2,HALLMARK_IL2_STAT5_SIGNALING,0.0233,TNBC,False
49,Tumor State 2,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0476,TNBC,False
52,Tumor State 2,HALLMARK_KRAS_SIGNALING_UP,0.0012,TNBC,True
54,Tumor State 2,HALLMARK_MTORC1_SIGNALING,0.0,TNBC,True
57,Tumor State 2,HALLMARK_MYOGENESIS,0.0024,TNBC,False
59,Tumor State 2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0031,TNBC,False
60,Tumor State 2,HALLMARK_P53_PATHWAY,0.0,TNBC,True
62,Tumor State 2,HALLMARK_PEROXISOME,0.0468,TNBC,False
63,Tumor State 2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0005,TNBC,True
64,Tumor State 2,HALLMARK_PROTEIN_SECRETION,0.0001,TNBC,True
65,Tumor State 2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0,TNBC,True
67,Tumor State 2,HALLMARK_TGF_BETA_SIGNALING,0.0001,TNBC,True
68,Tumor State 2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0,TNBC,True
69,Tumor State 2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0018,TNBC,False
70,Tumor State 2,HALLMARK_UV_RESPONSE_DN,0.012,TNBC,False
71,Tumor State 2,HALLMARK_UV_RESPONSE_UP,0.0034,TNBC,False
73,Tumor State 2,HALLMARK_XENOBIOTIC_METABOLISM,0.0081,TNBC,False
80,Tumor State 2,ONCOGENIC_ATF2_S_UP.V1_DN,0.0257,TNBC,False
92,Tumor State 2,ONCOGENIC_BMI1_DN.V1_DN,0.0197,TNBC,False
93,Tumor State 2,ONCOGENIC_BMI1_DN.V1_UP,0.0219,TNBC,False
95,Tumor State 2,ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.0046,TNBC,True
96,Tumor State 2,ONCOGENIC_BRCA1_DN.V1_DN,0.0128,ER+,False
99,Tumor State 2,ONCOGENIC_CAHOY_ASTROGLIAL,0.0,TNBC,True
102,Tumor State 2,ONCOGENIC_CAMP_UP.V1_DN,0.0003,TNBC,True
103,Tumor State 2,ONCOGENIC_CAMP_UP.V1_UP,0.0,TNBC,True
105,Tumor State 2,ONCOGENIC_CRX_DN.V1_DN,0.0,TNBC,True
111,Tumor State 2,ONCOGENIC_CSR_LATE_UP.V1_DN,0.0262,TNBC,False
116,Tumor State 2,ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.0036,TNBC,True
117,Tumor State 2,ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.0321,TNBC,False
121,Tumor State 2,ONCOGENIC_E2F1_UP.V1_DN,0.0002,TNBC,True
123,Tumor State 2,ONCOGENIC_E2F3_UP.V1_DN,0.0089,ER+,False
124,Tumor State 2,ONCOGENIC_E2F3_UP.V1_UP,0.0001,ER+,True
126,Tumor State 2,ONCOGENIC_EGFR_UP.V1_UP,0.0,TNBC,True
127,Tumor State 2,ONCOGENIC_EIF4E_DN,0.0024,TNBC,True
130,Tumor State 2,ONCOGENIC_ERBB2_UP.V1_UP,0.0071,TNBC,False
135,Tumor State 2,ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.0,TNBC,True
146,Tumor State 2,ONCOGENIC_HINATA_NFKB_MATRIX,0.0,TNBC,True
148,Tumor State 2,ONCOGENIC_HOXA9_DN.V1_UP,0.0,TNBC,True
167,Tumor State 2,ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.002,ER+,True
169,Tumor State 2,ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.0325,ER+,False
176,Tumor State 2,ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.0335,TNBC,False
186,Tumor State 2,ONCOGENIC_MEK_UP.V1_UP,0.0037,TNBC,True
188,Tumor State 2,ONCOGENIC_MEL18_DN.V1_UP,0.003,TNBC,False
190,Tumor State 2,ONCOGENIC_MTOR_UP.N4.V1_UP,0.0392,TNBC,False
195,Tumor State 2,ONCOGENIC_NFE2L2.V2,0.006,TNBC,False
198,Tumor State 2,ONCOGENIC_NRL_DN.V1_DN,0.0014,TNBC,False
208,Tumor State 2,ONCOGENIC_PIGF_UP.V1_DN,0.0299,ER+,False
209,Tumor State 2,ONCOGENIC_PIGF_UP.V1_UP,0.0,TNBC,True
210,Tumor State 2,ONCOGENIC_PKCA_DN.V1_DN,0.0062,TNBC,False
211,Tumor State 2,ONCOGENIC_PKCA_DN.V1_UP,0.0331,ER+,False
212,Tumor State 2,ONCOGENIC_PRC1_BMI_UP.V1_DN,0.0444,ER+,False
218,Tumor State 2,ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.0109,ER+,False
225,Tumor State 2,ONCOGENIC_RAF_UP.V1_UP,0.0296,TNBC,False
230,Tumor State 2,ONCOGENIC_RB_P107_DN.V1_DN,0.001,TNBC,True
232,Tumor State 2,ONCOGENIC_RB_P130_DN.V1_DN,0.0,TNBC,True
235,Tumor State 2,ONCOGENIC_RELA_DN.V1_UP,0.0478,TNBC,False
237,Tumor State 2,ONCOGENIC_RPS14_DN.V1_UP,0.0113,TNBC,False
239,Tumor State 2,ONCOGENIC_SIRNA_EIF4GI_DN,0.0003,TNBC,True
240,Tumor State 2,ONCOGENIC_SIRNA_EIF4GI_UP,0.0003,TNBC,True
242,Tumor State 2,ONCOGENIC_SNF5_DN.V1_UP,0.0041,TNBC,False
244,Tumor State 2,ONCOGENIC_SRC_UP.V1_UP,0.0228,ER+,False
247,Tumor State 2,ONCOGENIC_STK33_NOMO_UP,0.0034,TNBC,False
249,Tumor State 2,ONCOGENIC_STK33_SKM_UP,0.0024,TNBC,False
250,Tumor State 2,ONCOGENIC_STK33_UP,0.0005,TNBC,False
251,Tumor State 2,ONCOGENIC_TBK1.DF_DN,0.0049,TNBC,False
252,Tumor State 2,ONCOGENIC_TBK1.DF_UP,0.0433,TNBC,False
253,Tumor State 2,ONCOGENIC_TBK1.DN.48HRS_DN,0.0018,TNBC,True
255,Tumor State 2,ONCOGENIC_TGFB_UP.V1_DN,0.0451,ER+,False
257,Tumor State 2,ONCOGENIC_VEGF_A_UP.V1_DN,0.0015,TNBC,True
1,Tumor State 4,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.0015,TNBC,True
2,Tumor State 4,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.0009,TNBC,False
3,Tumor State 4,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.0491,TNBC,False
4,Tumor State 4,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.0043,TNBC,False
5,Tumor State 4,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0001,TNBC,True
6,Tumor State 4,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0,TNBC,True
7,Tumor State 4,EINAV_INTERFERON_SIGNATURE_IN_CANCER,0.0107,TNBC,False
8,Tumor State 4,NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,0.0398,TNBC,False
10,Tumor State 4,REACTOME_INTERFERON_GAMMA_SIGNALING,0.0015,TNBC,False
11,Tumor State 4,REACTOME_INTERFERON_SIGNALING,0.0003,TNBC,False
13,Tumor State 4,WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,0.0465,TNBC,False
15,Tumor State 4,WP_TYPE_II_INTERFERON_SIGNALING,0.0005,TNBC,True
17,Tumor State 4,BROWNE_INTERFERON_RESPONSIVE_GENES,0.0036,TNBC,False
18,Tumor State 4,ZHANG_INTERFERON_RESPONSE,0.0035,TNBC,False
22,Tumor State 4,WU_ET_AL_BASAL_SC,0.0,TNBC,True
23,Tumor State 4,WU_ET_AL_HER2E_SC,0.0076,TNBC,False
27,Tumor State 4,HALLMARK_ALLOGRAFT_REJECTION,0.0,TNBC,True
30,Tumor State 4,HALLMARK_APICAL_JUNCTION,0.0004,TNBC,False
32,Tumor State 4,HALLMARK_APOPTOSIS,0.0132,TNBC,False
35,Tumor State 4,HALLMARK_COAGULATION,0.0423,TNBC,False
36,Tumor State 4,HALLMARK_COMPLEMENT,0.0003,TNBC,True
38,Tumor State 4,HALLMARK_E2F_TARGETS,0.031,TNBC,False
39,Tumor State 4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0,TNBC,False
40,Tumor State 4,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0025,ER+,False
43,Tumor State 4,HALLMARK_G2M_CHECKPOINT,0.0286,TNBC,False
44,Tumor State 4,HALLMARK_GLYCOLYSIS,0.0488,TNBC,False
46,Tumor State 4,HALLMARK_HEME_METABOLISM,0.0129,TNBC,False
47,Tumor State 4,HALLMARK_HYPOXIA,0.0006,TNBC,False
48,Tumor State 4,HALLMARK_IL2_STAT5_SIGNALING,0.0,TNBC,True
49,Tumor State 4,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0,TNBC,True
50,Tumor State 4,HALLMARK_INFLAMMATORY_RESPONSE,0.0,TNBC,True
52,Tumor State 4,HALLMARK_KRAS_SIGNALING_UP,0.0001,TNBC,True
53,Tumor State 4,HALLMARK_MITOTIC_SPINDLE,0.0154,TNBC,False
54,Tumor State 4,HALLMARK_MTORC1_SIGNALING,0.0213,TNBC,False
55,Tumor State 4,HALLMARK_MYC_TARGETS_V1,0.0084,TNBC,False
57,Tumor State 4,HALLMARK_MYOGENESIS,0.0326,TNBC,False
59,Tumor State 4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.032,TNBC,False
60,Tumor State 4,HALLMARK_P53_PATHWAY,0.0,TNBC,True
62,Tumor State 4,HALLMARK_PEROXISOME,0.0489,TNBC,False
63,Tumor State 4,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0228,TNBC,False
64,Tumor State 4,HALLMARK_PROTEIN_SECRETION,0.0023,TNBC,False
67,Tumor State 4,HALLMARK_TGF_BETA_SIGNALING,0.0083,TNBC,False
68,Tumor State 4,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0,TNBC,True
69,Tumor State 4,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0344,TNBC,False
70,Tumor State 4,HALLMARK_UV_RESPONSE_DN,0.0393,TNBC,False
71,Tumor State 4,HALLMARK_UV_RESPONSE_UP,0.017,TNBC,False
74,Tumor State 4,ONCOGENIC_AKT_UP.V1_DN,0.0079,TNBC,False
80,Tumor State 4,ONCOGENIC_ATF2_S_UP.V1_DN,0.0193,TNBC,False
82,Tumor State 4,ONCOGENIC_ATF2_UP.V1_DN,0.0195,TNBC,False
91,Tumor State 4,ONCOGENIC_BCAT_GDS748_UP,0.0155,TNBC,False
93,Tumor State 4,ONCOGENIC_BMI1_DN.V1_UP,0.0,TNBC,True
95,Tumor State 4,ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.0001,TNBC,True
102,Tumor State 4,ONCOGENIC_CAMP_UP.V1_DN,0.0012,TNBC,False
103,Tumor State 4,ONCOGENIC_CAMP_UP.V1_UP,0.0016,TNBC,False
105,Tumor State 4,ONCOGENIC_CRX_DN.V1_DN,0.0,TNBC,True
112,Tumor State 4,ONCOGENIC_CSR_LATE_UP.V1_UP,0.01,TNBC,False
115,Tumor State 4,ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.0125,TNBC,False
116,Tumor State 4,ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.0107,TNBC,False
117,Tumor State 4,ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.0005,TNBC,False
118,Tumor State 4,ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.048,TNBC,False
121,Tumor State 4,ONCOGENIC_E2F1_UP.V1_DN,0.0068,TNBC,False
126,Tumor State 4,ONCOGENIC_EGFR_UP.V1_UP,0.0,TNBC,True
127,Tumor State 4,ONCOGENIC_EIF4E_DN,0.0027,TNBC,False
131,Tumor State 4,ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.0224,TNBC,False
135,Tumor State 4,ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.0006,TNBC,False
137,Tumor State 4,ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.002,TNBC,False
145,Tumor State 4,ONCOGENIC_HINATA_NFKB_IMMU_INF,0.0261,TNBC,False
146,Tumor State 4,ONCOGENIC_HINATA_NFKB_MATRIX,0.0206,TNBC,False
147,Tumor State 4,ONCOGENIC_HOXA9_DN.V1_DN,0.0034,TNBC,False
148,Tumor State 4,ONCOGENIC_HOXA9_DN.V1_UP,0.0025,TNBC,False
172,Tumor State 4,ONCOGENIC_KRAS.DF.V1_UP,0.0016,TNBC,False
182,Tumor State 4,ONCOGENIC_LEF1_UP.V1_UP,0.0008,TNBC,False
183,Tumor State 4,ONCOGENIC_LTE2_UP.V1_DN,0.0283,TNBC,False
186,Tumor State 4,ONCOGENIC_MEK_UP.V1_UP,0.0,TNBC,True
188,Tumor State 4,ONCOGENIC_MEL18_DN.V1_UP,0.0,TNBC,True
190,Tumor State 4,ONCOGENIC_MTOR_UP.N4.V1_UP,0.0098,TNBC,False
191,Tumor State 4,ONCOGENIC_MTOR_UP.V1_DN,0.0231,TNBC,False
192,Tumor State 4,ONCOGENIC_MTOR_UP.V1_UP,0.0078,TNBC,False
201,Tumor State 4,ONCOGENIC_P53_DN.V1_UP,0.0404,TNBC,False
204,Tumor State 4,ONCOGENIC_PDGF_ERK_DN.V1_DN,0.0403,TNBC,False
205,Tumor State 4,ONCOGENIC_PDGF_ERK_DN.V1_UP,0.0175,TNBC,False
