,beanie_pval,direction,robust,excluded_BRCA_26,excluded_BRCA_4,excluded_BRCA_44,excluded_BRCA_24,excluded_BRCA_39,excluded_BRCA_38,excluded_BRCA_28,excluded_BRCA_14,excluded_BRCA_11,excluded_BRCA_32,excluded_BRCA_21,excluded_BRCA_22,excluded_BRCA_17,excluded_BRCA_19,excluded_BRCA_0,excluded_BRCA_9,excluded_BRCA_30,excluded_BRCA_23,excluded_BRCA_16,excluded_BRCA_6,excluded_BRCA_46,excluded_BRCA_45,excluded_BRCA_7
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,0.99998,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WP_TYPE_II_INTERFERON_SIGNALING,0.11617000000000001,treatment_naive,False,6.071428571428571,0.07142857142857142,0.21428571428571425,5.642857142857142,0.14285714285714285,4.071428571428569,3.3571428571428568,1.2857142857142856,2.357142857142857,1.4285714285714286,0.2857142857142857,5.07142857142857,0.07142857142857142,1.5714285714285714,0.35714285714285715,4.999999999999999,0.0,5.928571428571428,1.714285714285714,2.071428571428571,0.14285714285714285,0.9285714285714284,0.0
WP_TYPE_III_INTERFERON_SIGNALING,0.18356,treatment_naive,False,3.4,0.0,0.7999999999999999,2.8000000000000003,0.7999999999999999,3.1,1.6,0.8999999999999999,0.6,0.8999999999999999,0.7999999999999999,2.7,0.7999999999999999,1.4,0.5,2.7,0.5,5.3,0.2,1.6,0.4,1.3,0.8999999999999999
BROWNE_INTERFERON_RESPONSIVE_GENES,0.047580000000000004,treatment_naive,False,2.7777777777777777,0.19444444444444448,2.2777777777777777,1.9166666666666663,0.4444444444444445,2.305555555555556,2.7777777777777777,0.3333333333333333,2.6388888888888893,1.1111111111111112,0.8888888888888891,2.6111111111111107,0.5555555555555556,1.1111111111111112,0.11111111111111112,2.7777777777777777,0.22222222222222224,2.5,2.1388888888888893,2.6111111111111107,0.5833333333333334,2.166666666666667,0.08333333333333333
ZHANG_INTERFERON_RESPONSE,0.09082,treatment_naive,False,7.3076923076923075,0.3076923076923077,2.2307692307692304,3.3846153846153846,0.7692307692307693,3.9230769230769234,4.153846153846153,0.15384615384615385,3.0,1.6923076923076923,0.3076923076923077,5.615384615384616,0.23076923076923075,1.1538461538461535,0.0,6.6923076923076925,0.38461538461538464,5.538461538461538,2.4615384615384617,5.0769230769230775,0.5384615384615385,4.0,0.0
REACTOME_CYTOPROTECTION_BY_HMOX1,0.7094600000000001,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,0.4255,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
PAM50,0.16391,treatment_naive,False,0.15384615384615385,1.3076923076923077,1.5384615384615383,0.5384615384615385,1.4615384615384617,1.0,1.6923076923076923,0.3076923076923077,0.23076923076923075,2.0,1.0,1.7692307692307692,1.7692307692307692,0.07692307692307693,0.6153846153846154,2.5384615384615383,0.3076923076923077,2.9230769230769234,0.8461538461538461,0.07692307692307693,1.0,1.0,2.0
WU_ET_AL_BASAL_SC,0.87705,anti_PD1,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WU_ET_AL_HER2E_SC,0.33469,anti_PD1,False,0.14285714285714285,1.1428571428571428,0.0,3.571428571428571,0.14285714285714285,0.857142857142857,0.0,0.5714285714285714,3.1428571428571432,0.2857142857142857,0.0,0.0,0.5714285714285714,0.14285714285714285,1.1428571428571428,0.0,10.14285714285714,0.14285714285714285,0.14285714285714285,0.4285714285714285,0.2857142857142857,0.14285714285714285,2.4285714285714284
WU_ET_AL_LUMA_SC,0.65069,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
WU_EL_AL_LUMB_SC,0.7177399999999999,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
HALLMARK_ADIPOGENESIS,0.84544,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_ALLOGRAFT_REJECTION,0.49122,treatment_naive,False,58.99999999999999,0.0,0.0,44.0,2.0,0.0,0.0,13.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,13.0,0.0,1.0,3.0,0.0,0.0
HALLMARK_ANDROGEN_RESPONSE,0.75076,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_ANGIOGENESIS,0.00731,treatment_naive,False,1.0638297872340423,0.2872340425531915,0.7021276595744682,1.0638297872340423,0.9361702127659576,1.0638297872340423,0.946808510638298,1.0638297872340423,0.946808510638298,1.0638297872340423,0.8723404255319149,1.0638297872340423,1.0425531914893618,1.0638297872340423,1.0638297872340423,1.0638297872340423,0.7446808510638298,1.0638297872340423,0.797872340425532,1.0638297872340423,0.946808510638298,0.9893617021276596,0.4042553191489362
HALLMARK_APICAL_JUNCTION,0.031389999999999994,treatment_naive,False,1.0,0.4426229508196722,0.18032786885245905,1.5901639344262295,1.278688524590164,0.6229508196721312,1.4262295081967211,1.1967213114754098,1.0163934426229508,1.4098360655737705,0.8032786885245902,1.3278688524590163,0.6065573770491803,1.4098360655737705,0.8032786885245902,1.5245901639344264,0.14754098360655735,1.459016393442623,1.3114754098360657,0.9016393442622952,0.5409836065573771,0.8852459016393444,0.3934426229508197
HALLMARK_APICAL_SURFACE,0.07089,treatment_naive,False,1.096153846153846,0.5384615384615385,0.6153846153846154,1.346153846153846,0.6923076923076923,1.0769230769230769,0.673076923076923,1.25,0.9038461538461536,0.8269230769230769,0.6538461538461539,1.0,0.7884615384615384,1.0384615384615383,1.1346153846153846,0.8076923076923076,0.5961538461538461,1.5192307692307692,0.36538461538461536,0.7884615384615384,0.5,0.923076923076923,1.2884615384615383
HALLMARK_APOPTOSIS,0.0415,treatment_naive,False,1.5254237288135597,0.16949152542372886,0.2711864406779661,1.4915254237288136,0.8644067796610171,0.4745762711864408,0.6101694915254238,1.5932203389830508,0.8983050847457628,1.3728813559322035,0.6440677966101696,1.355932203389831,0.8644067796610171,1.4576271186440681,0.9322033898305084,1.2711864406779665,0.03389830508474576,1.5932203389830508,1.0169491525423728,1.355932203389831,0.2542372881355932,1.152542372881356,0.1016949152542373
HALLMARK_BILE_ACID_METABOLISM,0.54366,anti_PD1,False,0.33333333333333337,2.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.33333333333333337,1.6666666666666667,0.0,0.0
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.66162,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
HALLMARK_COAGULATION,0.0104,treatment_naive,False,1.2692307692307692,0.2435897435897436,1.0769230769230769,1.1923076923076923,0.9487179487179488,1.1025641025641024,0.91025641025641,1.2692307692307692,1.205128205128205,1.205128205128205,0.8846153846153845,1.282051282051282,0.6282051282051282,1.282051282051282,1.0256410256410258,1.1410256410256407,0.30769230769230765,1.282051282051282,1.0128205128205128,1.1666666666666667,0.1794871794871795,1.1153846153846154,0.3333333333333333
HALLMARK_COMPLEMENT,0.09425,treatment_naive,False,3.1,0.13333333333333333,0.43333333333333335,2.9333333333333336,0.6333333333333334,1.0666666666666669,1.1666666666666667,2.3,2.466666666666667,1.6333333333333333,0.7333333333333334,2.4333333333333336,0.26666666666666666,2.033333333333333,0.1,2.166666666666667,0.03333333333333333,2.6333333333333337,1.6333333333333333,1.5666666666666669,0.4666666666666667,1.0333333333333334,0.1
HALLMARK_DNA_REPAIR,0.75184,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_E2F_TARGETS,0.25340999999999997,treatment_naive,False,0.5,3.5000000000000004,0.0,22.0,4.0,8.0,12.5,0.0,14.499999999999998,3.0,0.0,40.5,0.0,1.5,4.5,1.5,0.0,6.5,2.5,1.5,16.5,0.0,3.0
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0,treatment_naive,True,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.43233999999999995,treatment_naive,False,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,2.0,4.5,0.0,3.25,1.5,0.25,0.5,0.0,1.7500000000000002,0.0,0.75,0.25,2.0,0.5
HALLMARK_ESTROGEN_RESPONSE_LATE,0.71575,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
HALLMARK_FATTY_ACID_METABOLISM,0.6933,anti_PD1,False,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_G2M_CHECKPOINT,0.06045,treatment_naive,False,0.7105263157894737,1.263157894736842,0.368421052631579,2.1052631578947367,0.9473684210526316,1.7894736842105263,1.8421052631578947,0.4736842105263158,1.6578947368421053,1.5526315789473684,0.368421052631579,2.552631578947368,0.736842105263158,1.1578947368421053,1.7368421052631582,1.0526315789473684,0.02631578947368421,2.0,0.7105263157894737,1.6052631578947367,1.8947368421052633,0.736842105263158,0.8684210526315791
HALLMARK_GLYCOLYSIS,0.17693,treatment_naive,False,3.3846153846153846,0.3076923076923077,0.4615384615384615,1.1538461538461535,1.9230769230769231,2.0,0.3076923076923077,3.9230769230769234,0.6153846153846154,3.692307692307692,1.3076923076923077,5.769230769230768,0.23076923076923075,4.461538461538461,2.5384615384615383,0.0,0.07692307692307693,2.5384615384615383,0.8461538461538461,1.3076923076923077,0.23076923076923075,0.07692307692307693,2.0769230769230766
HALLMARK_HEDGEHOG_SIGNALING,0.06732,treatment_naive,False,0.8297872340425533,0.8723404255319149,0.4893617021276596,1.7021276595744683,0.5957446808510639,1.4042553191489364,0.9787234042553192,1.2340425531914894,0.7872340425531915,1.2340425531914894,0.4255319148936171,1.5319148936170213,0.8510638297872342,1.3617021276595749,1.7021276595744683,0.5319148936170213,0.4680851063829787,1.2978723404255321,0.5744680851063829,0.9148936170212766,0.9361702127659576,1.0212765957446808,1.0
HALLMARK_HEME_METABOLISM,0.00302,treatment_naive,False,1.0101010101010102,0.9494949494949496,0.8686868686868687,1.0101010101010102,1.0,0.9595959595959596,1.0101010101010102,1.0101010101010102,0.98989898989899,0.9696969696969696,0.9797979797979798,1.0101010101010102,0.98989898989899,1.0101010101010102,0.98989898989899,0.9797979797979798,0.5454545454545455,1.0,1.0101010101010102,1.0101010101010102,0.9494949494949496,0.9393939393939394,0.898989898989899
HALLMARK_HYPOXIA,0.03437,treatment_naive,False,1.0,0.7906976744186047,0.1976744186046512,1.162790697674419,0.8372093023255813,0.9767441860465116,0.4883720930232558,1.162790697674419,0.372093023255814,1.0813953488372094,0.4767441860465116,1.127906976744186,0.5348837209302326,1.1511627906976745,1.162790697674419,0.1976744186046512,0.1744186046511628,0.9186046511627908,0.6162790697674421,1.1511627906976745,0.7325581395348837,0.6627906976744186,0.13953488372093026
HALLMARK_IL2_STAT5_SIGNALING,0.35924,treatment_naive,False,13.5,0.0,0.0,4.5,0.0,2.5,0.5,5.0,1.5,2.0,1.0,4.0,0.0,5.0,0.5,0.5,0.0,17.0,0.0,5.0,1.0,0.5,0.0
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06147999999999999,treatment_naive,False,2.230769230769231,0.1794871794871795,0.07692307692307691,2.3846153846153846,0.28205128205128205,1.4102564102564104,1.282051282051282,1.871794871794872,2.0,1.1538461538461535,0.1794871794871795,1.6153846153846154,0.5897435897435898,0.6666666666666666,0.5641025641025641,1.3333333333333333,0.12820512820512822,2.0512820512820515,0.6923076923076923,2.0769230769230766,0.3846153846153846,0.7948717948717948,0.25641025641025644
HALLMARK_INFLAMMATORY_RESPONSE,0.04514,treatment_naive,False,2.0625,0.10416666666666667,0.5625000000000001,1.75,0.33333333333333337,1.875,1.0416666666666667,1.9791666666666667,1.9375,0.7708333333333334,0.5833333333333334,1.7916666666666667,0.75,1.1666666666666667,0.27083333333333337,1.8125,0.8541666666666666,1.8958333333333333,0.9791666666666666,1.8958333333333333,0.5,1.3125,0.04166666666666667
HALLMARK_KRAS_SIGNALING_DN,0.41166,treatment_naive,False,0.0,4.0,1.0,0.0,0.25,0.75,2.5,0.0,0.0,0.75,0.5,0.0,1.0,0.5,0.0,1.25,1.7500000000000002,3.5000000000000004,0.25,0.0,0.0,1.25,0.75
HALLMARK_KRAS_SIGNALING_UP,0.05486,treatment_naive,False,2.0,0.3404255319148937,0.7234042553191491,1.680851063829787,0.5531914893617021,1.170212765957447,1.1914893617021278,1.8297872340425527,1.8297872340425527,0.6808510638297873,1.7659574468085106,1.0212765957446808,1.4680851063829787,1.25531914893617,0.3404255319148937,1.8297872340425527,0.23404255319148934,1.6170212765957448,0.9574468085106383,1.8723404255319152,1.0425531914893618,0.8297872340425533,0.2127659574468085
HALLMARK_MITOTIC_SPINDLE,0.00062,treatment_naive,False,1.0101010101010102,1.0101010101010102,0.797979797979798,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.9292929292929294,1.0101010101010102,0.98989898989899,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.8585858585858586,1.0101010101010102,0.9797979797979798,1.0101010101010102,1.0,0.9797979797979798,1.0
HALLMARK_MTORC1_SIGNALING,0.30518,treatment_naive,False,14.499999999999998,0.0,0.0,5.0,2.5,2.5,1.0,12.0,2.5,8.5,0.5,31.0,0.0,2.5,1.0,0.0,0.0,20.0,1.0,6.0,4.0,1.0,0.0
HALLMARK_MYC_TARGETS_V1,0.8216100000000001,anti_PD1,False,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
HALLMARK_MYC_TARGETS_V2,0.42621000000000003,treatment_naive,False,1.0,9.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,14.000000000000002,0.0,0.0,5.0,0.0,0.0,17.0,0.0,2.0,15.0,0.0,2.0
HALLMARK_MYOGENESIS,0.03149,treatment_naive,False,1.1774193548387095,0.29032258064516125,0.16129032258064518,1.564516129032258,1.0161290322580645,1.0483870967741935,0.7741935483870968,1.4193548387096775,0.4838709677419354,1.564516129032258,0.9677419354838708,1.2096774193548387,0.8387096774193549,1.5322580645161292,1.2580645161290325,1.4193548387096775,0.11290322580645162,1.3870967741935485,1.1935483870967742,0.5322580645161291,0.3709677419354839,1.2419354838709675,0.5645161290322579
HALLMARK_NOTCH_SIGNALING,0.34181999999999996,treatment_naive,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.60854,anti_PD1,False,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
HALLMARK_P53_PATHWAY,0.34885,treatment_naive,False,5.0,1.0,0.0,0.0,4.0,0.0,6.0,5.0,0.0,3.0,2.0,2.0,25.0,1.0,3.0,2.0,0.0,11.0,0.0,8.0,2.0,0.0,0.0
HALLMARK_PANCREAS_BETA_CELLS,0.7074199999999999,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
HALLMARK_PEROXISOME,0.22845,anti_PD1,False,0.375,1.875,0.8750000000000001,1.5,0.75,2.125,1.25,1.25,0.625,0.375,0.125,0.0,2.375,0.25,0.25,0.625,10.75,0.75,0.125,0.8750000000000001,2.0,2.25,1.375
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.12462000000000001,treatment_naive,False,2.6842105263157894,0.631578947368421,0.7894736842105263,2.947368421052632,0.736842105263158,1.263157894736842,2.4736842105263155,1.1052631578947367,0.6842105263157895,2.210526315789473,0.8421052631578947,3.5263157894736845,0.2631578947368421,2.1578947368421053,0.7894736842105263,0.5789473684210527,0.0,3.1052631578947367,0.4736842105263158,2.736842105263158,0.21052631578947367,0.42105263157894735,0.15789473684210525
HALLMARK_PROTEIN_SECRETION,0.41046000000000005,treatment_naive,False,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.96416,anti_PD1,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_SPERMATOGENESIS,0.59564,treatment_naive,False,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
HALLMARK_TGF_BETA_SIGNALING,0.03876,treatment_naive,False,1.03125,0.6875,0.40625,1.21875,0.859375,0.8906249999999999,0.6875,1.03125,0.484375,1.09375,0.625,0.8750000000000001,0.578125,1.203125,1.171875,1.109375,0.15625,1.046875,0.34375,1.34375,0.484375,1.140625,0.03125
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0094,treatment_naive,False,1.1111111111111112,1.0333333333333334,0.7999999999999999,1.1,0.7,0.9555555555555556,0.9333333333333332,1.1111111111111112,1.0111111111111108,1.0444444444444445,0.8111111111111111,0.9444444444444444,1.0888888888888888,1.022222222222222,1.0555555555555556,1.1111111111111112,0.3111111111111111,1.0888888888888888,0.9222222222222222,1.1111111111111112,0.8666666666666667,1.0111111111111108,0.011111111111111113
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.31876,treatment_naive,False,6.5,0.5,0.0,11.0,0.5,0.0,0.0,8.0,0.0,6.0,0.0,9.0,3.5000000000000004,8.5,4.0,0.0,0.5,12.0,0.0,3.0,0.5,2.0,0.5
HALLMARK_UV_RESPONSE_DN,0.00425,treatment_naive,False,0.9894736842105264,0.8315789473684211,0.8,1.0526315789473684,0.9263157894736842,1.0,1.0,1.0526315789473684,0.9789473684210528,1.0421052631578949,0.9894736842105264,1.0421052631578949,1.0105263157894735,1.0526315789473684,1.0526315789473684,1.0,0.7789473684210526,1.0526315789473684,0.9684210526315792,1.0105263157894735,0.9578947368421054,0.9789473684210528,0.9263157894736842
HALLMARK_UV_RESPONSE_UP,0.6065699999999999,treatment_naive,False,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.48212,treatment_naive,False,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
HALLMARK_XENOBIOTIC_METABOLISM,0.52251,anti_PD1,False,0.0,23.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,53.0,0.0,0.0,0.0,1.0,2.0,0.0
ONCOGENIC_AKT_UP.V1_DN,0.027839999999999997,treatment_naive,False,0.821917808219178,0.8767123287671234,0.7123287671232877,1.1643835616438356,0.7123287671232877,0.7123287671232877,0.8356164383561644,1.0136986301369864,1.0410958904109588,0.9452054794520548,0.6849315068493149,0.726027397260274,0.9863013698630136,1.0410958904109588,1.0410958904109588,1.0273972602739727,0.3424657534246575,1.3150684931506849,0.8630136986301371,0.9315068493150686,0.5205479452054794,0.9589041095890408,1.0410958904109588
ONCOGENIC_AKT_UP.V1_UP,0.39097,treatment_naive,False,0.5,0.0,2.5,0.5,1.5,2.0,0.5,1.5,3.5000000000000004,0.0,0.5,2.5,0.0,4.5,0.5,0.5,0.0,3.5000000000000004,0.5,0.0,0.0,1.0,2.0
ONCOGENIC_AKT_UP_MTOR_DN.V1_DN,0.7763,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
