,beanie_pval,direction,robust,excluded_BRCA_21,excluded_BRCA_17,excluded_BRCA_45
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.00031,treatment_naive,False,1.0,1.0,0.86
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.56275,treatment_naive,False,0.0,6.166666666666668,0.0
HALLMARK_UV_RESPONSE_DN,0.19011,treatment_naive,False,0.15384615384615385,2.5,0.0
HALLMARK_UV_RESPONSE_UP,0.27114,treatment_naive,False,0.4,1.2,0.4
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.39959,treatment_naive,True,5.0,1.0,3.0
HALLMARK_XENOBIOTIC_METABOLISM,0.8765,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_AKT_UP.V1_DN,0.48318999999999995,treatment_naive,False,4.5,1.0,0.0
ONCOGENIC_AKT_UP.V1_UP,0.65655,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_AKT_UP_MTOR_DN.V1_DN,0.93071,treatment_naive,False,0.0,0.0,1.0
ONCOGENIC_AKT_UP_MTOR_DN.V1_UP,0.28717,treatment_naive,False,1.1428571428571428,1.0,0.14285714285714285
ONCOGENIC_ALK_DN.V1_DN,0.8679600000000001,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_ALK_DN.V1_UP,0.83872,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_ATF2_S_UP.V1_DN,0.54513,treatment_naive,False,34.0,1.0,0.0
ONCOGENIC_ATF2_S_UP.V1_UP,0.9018200000000001,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_ATF2_UP.V1_DN,0.35198,treatment_naive,False,10.2,0.4,0.0
ONCOGENIC_ATF2_UP.V1_UP,0.37454,anti_PD1,False,0.25,0.0,5.5
ONCOGENIC_ATM_DN.V1_DN,0.93906,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_ATM_DN.V1_UP,0.67086,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_BCAT.100_UP.V1_DN,0.26909,treatment_naive,False,1.5555555555555558,0.8888888888888891,0.0
ONCOGENIC_BCAT.100_UP.V1_UP,0.4259,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_BCAT_BILD_ET_AL_DN,0.5584,treatment_naive,False,0.0,0.5,1.0
ONCOGENIC_BCAT_BILD_ET_AL_UP,0.868,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_BCAT_GDS748_DN,0.67083,anti_PD1,False,0.0,0.0,1.0
ONCOGENIC_BCAT_GDS748_UP,0.68386,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_BMI1_DN.V1_DN,0.96009,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_BMI1_DN.V1_UP,0.80997,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_BMI1_DN_MEL18_DN.V1_DN,0.78362,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_BMI1_DN_MEL18_DN.V1_UP,0.7760600000000001,treatment_naive,False,0.0,13.0,0.0
ONCOGENIC_BRCA1_DN.V1_DN,0.49682,treatment_naive,True,9.0,1.0,3.0
ONCOGENIC_BRCA1_DN.V1_UP,0.43566000000000005,treatment_naive,False,0.0,1.0,0.0
ONCOGENIC_CAHOY_ASTROCYTIC,0.9153600000000001,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_CAHOY_ASTROGLIAL,0.74298,treatment_naive,False,0.0,1.0,0.0
ONCOGENIC_CAHOY_NEURONAL,0.48086999999999996,anti_PD1,False,2.25,0.0,1.25
ONCOGENIC_CAHOY_OLIGODENDROCUTIC,0.69326,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_CAMP_UP.V1_DN,0.33762,treatment_naive,False,0.125,3.125,0.0
ONCOGENIC_CAMP_UP.V1_UP,0.37008,treatment_naive,False,0.8333333333333334,0.0,5.333333333333334
ONCOGENIC_CORDENONSI_YAP_CONSERVED_SIGNATURE,0.26524000000000003,treatment_naive,False,0.8181818181818181,2.636363636363636,0.4545454545454546
ONCOGENIC_CRX_DN.V1_DN,0.65572,treatment_naive,False,0.0,0.0,31.0
ONCOGENIC_CRX_DN.V1_UP,0.52373,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_CRX_NRL_DN.V1_DN,0.69534,treatment_naive,False,0.0,3.25,0.0
ONCOGENIC_CRX_NRL_DN.V1_UP,0.20759,treatment_naive,False,0.5,2.5,0.625
ONCOGENIC_CSR_EARLY_UP.V1_DN,0.12538,treatment_naive,False,0.5909090909090909,0.7727272727272728,0.9090909090909092
ONCOGENIC_CSR_EARLY_UP.V1_UP,0.8209,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_CSR_LATE_UP.V1_DN,0.8246399999999999,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_CSR_LATE_UP.V1_UP,0.38240999999999997,anti_PD1,False,0.0,1.0,0.0
ONCOGENIC_CTIP_DN.V1_DN,0.54896,anti_PD1,False,0.5,0.0,1.0
ONCOGENIC_CTIP_DN.V1_UP,0.5169100000000001,anti_PD1,False,0.0,0.0,2.0
ONCOGENIC_CYCLIN_D1_KE_.V1_DN,0.63172,anti_PD1,False,1.0,1.0,0.0
ONCOGENIC_CYCLIN_D1_KE_.V1_UP,0.61848,treatment_naive,False,0.0,0.0,0.6666666666666667
ONCOGENIC_CYCLIN_D1_UP.V1_DN,0.61953,treatment_naive,False,0.0,1.0,0.0
ONCOGENIC_CYCLIN_D1_UP.V1_UP,0.42748,anti_PD1,False,0.5,0.0,4.75
ONCOGENIC_DCA_UP.V1_DN,0.77768,anti_PD1,True,1.0,1.0,1.0
ONCOGENIC_DCA_UP.V1_UP,0.82601,anti_PD1,False,0.5,0.0,0.0
ONCOGENIC_E2F1_UP.V1_DN,0.25269,treatment_naive,False,0.4375000000000001,3.6875,0.0
ONCOGENIC_E2F1_UP.V1_UP,0.90115,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_E2F3_UP.V1_DN,0.7598199999999999,treatment_naive,False,0.0,0.0,1.0
ONCOGENIC_E2F3_UP.V1_UP,0.18598,treatment_naive,False,2.125,1.375,0.625
ONCOGENIC_EGFR_UP.V1_DN,0.66886,treatment_naive,False,1.0,0.0,0.0
ONCOGENIC_EGFR_UP.V1_UP,0.32005,treatment_naive,False,5.666666666666668,3.333333333333333,0.0
ONCOGENIC_EIF4E_DN,0.71419,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_EIF4E_UP,0.5310199999999999,anti_PD1,False,1.0,1.0,0.0
ONCOGENIC_ERBB2_UP.V1_DN,0.47166,treatment_naive,False,0.0,9.555555555555557,0.11111111111111112
ONCOGENIC_ERBB2_UP.V1_UP,0.69814,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_ESC_J1_UP_EARLY.V1_DN,0.02001,treatment_naive,False,0.92,0.9466666666666668,0.4533333333333334
ONCOGENIC_ESC_J1_UP_EARLY.V1_UP,0.60218,treatment_naive,False,0.0,0.5,0.5
ONCOGENIC_ESC_J1_UP_LATE.V1_DN,0.31078,treatment_naive,False,9.333333333333334,0.0,2.333333333333333
ONCOGENIC_ESC_J1_UP_LATE.V1_UP,0.64672,treatment_naive,True,4.0,2.0,10.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_DN,0.71825,treatment_naive,False,0.0,6.0,3.0
ONCOGENIC_ESC_V6.5_UP_EARLY.V1_UP,0.26295999999999997,treatment_naive,False,3.333333333333333,0.33333333333333337,2.333333333333333
ONCOGENIC_ESC_V6.5_UP_LATE.V1_DN,0.68442,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_ESC_V6.5_UP_LATE.V1_UP,0.9264399999999999,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_DN,0.1921,treatment_naive,False,1.0714285714285714,1.714285714285714,0.07142857142857142
ONCOGENIC_GCNP_SHH_UP_EARLY.V1_UP,0.34842,treatment_naive,False,0.2857142857142857,2.4285714285714284,0.14285714285714285
ONCOGENIC_GCNP_SHH_UP_LATE.V1_DN,0.15944,anti_PD1,False,1.0588235294117645,0.2352941176470588,2.88235294117647
ONCOGENIC_GCNP_SHH_UP_LATE.V1_UP,0.17256,treatment_naive,False,1.8888888888888893,3.111111111111112,0.5555555555555556
ONCOGENIC_GLI1_UP.V1_DN,0.76335,treatment_naive,False,1.0,0.0,1.0
ONCOGENIC_GLI1_UP.V1_UP,0.636,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_HINATA_NFKB_IMMU_INF,0.37468,treatment_naive,False,5.999999999999999,0.0,0.0
ONCOGENIC_HINATA_NFKB_MATRIX,0.21786999999999998,treatment_naive,False,6.000000000000001,0.0,1.4444444444444446
ONCOGENIC_HOXA9_DN.V1_DN,0.5162899999999999,treatment_naive,False,0.5,2.5,0.0
ONCOGENIC_HOXA9_DN.V1_UP,0.62953,treatment_naive,False,0.0,0.0,1.0
ONCOGENIC_IL15_UP.V1_DN,0.6574399999999999,treatment_naive,False,1.0,0.0,0.0
ONCOGENIC_IL15_UP.V1_UP,0.16385999999999998,treatment_naive,False,0.15384615384615385,0.6923076923076923,0.923076923076923
ONCOGENIC_IL21_UP.V1_DN,0.5010399999999999,anti_PD1,False,0.0,1.0,0.0
ONCOGENIC_IL21_UP.V1_UP,0.28608,treatment_naive,False,1.375,0.125,0.125
ONCOGENIC_IL2_UP.V1_DN,0.87164,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_IL2_UP.V1_UP,0.01026,treatment_naive,True,0.9767441860465116,0.9302325581395351,0.9883720930232558
ONCOGENIC_JAK2_DN.V1_DN,0.00249,treatment_naive,True,0.9791666666666666,1.03125,0.9583333333333334
ONCOGENIC_JAK2_DN.V1_UP,0.39793,anti_PD1,False,2.0,0.0,0.6666666666666667
ONCOGENIC_JNK_DN.V1_DN,0.7794800000000001,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_UP,0.39561999999999997,treatment_naive,False,0.2,2.8000000000000003,0.6
ONCOGENIC_KRAS.300_UP.V1_DN,0.6937800000000001,anti_PD1,False,0.0,2.666666666666667,0.0
ONCOGENIC_KRAS.300_UP.V1_UP,0.1774,anti_PD1,False,0.2727272727272727,0.5454545454545454,1.3636363636363635
ONCOGENIC_KRAS.50_UP.V1_DN,0.48612,anti_PD1,False,1.0,0.0,0.0
ONCOGENIC_KRAS.50_UP.V1_UP,0.27296,anti_PD1,False,1.125,0.125,3.125
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_DN,0.35995,anti_PD1,False,0.0,2.2,1.7999999999999998
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_UP,0.20838,anti_PD1,False,1.181818181818182,0.09090909090909093,2.1818181818181817
ONCOGENIC_KRAS.600_UP.V1_DN,0.34576,anti_PD1,False,0.0,3.125,0.0
ONCOGENIC_KRAS.600_UP.V1_UP,0.12479000000000001,anti_PD1,False,1.4761904761904765,0.0,2.666666666666667
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.15775,anti_PD1,False,0.5,1.8125,0.75
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.36152,anti_PD1,False,1.7999999999999998,0.4,0.0
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.65264,treatment_naive,False,0.5,0.0,0.0
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.07114,anti_PD1,False,1.8684210526315788,0.6052631578947368,1.1052631578947367
ONCOGENIC_KRAS.DF.V1_DN,0.16513,treatment_naive,False,1.857142857142857,1.2857142857142856,0.0
ONCOGENIC_KRAS.DF.V1_UP,0.69022,anti_PD1,False,1.0,1.0,0.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.77552,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.75812,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.9163399999999999,treatment_naive,False,1.0,0.0,0.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.20393,anti_PD1,False,3.625,0.0,2.875
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.48096000000000005,anti_PD1,False,0.0,4.75,0.0
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.6986600000000001,anti_PD1,False,1.0,1.0,0.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.87992,treatment_naive,False,1.0,0.0,0.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.8262,anti_PD1,False,1.0,1.0,0.0
ONCOGENIC_LEF1_UP.V1_DN,0.3487,anti_PD1,False,0.33333333333333337,0.0,5.0
ONCOGENIC_LEF1_UP.V1_UP,0.77045,treatment_naive,False,2.0,0.0,0.0
ONCOGENIC_LTE2_UP.V1_DN,0.6047600000000001,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_LTE2_UP.V1_UP,0.68713,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_MEK_UP.V1_DN,0.7154,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_MEK_UP.V1_UP,0.16965999999999998,treatment_naive,False,0.6818181818181818,1.8636363636363635,0.0
ONCOGENIC_MEL18_DN.V1_DN,0.79906,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_MEL18_DN.V1_UP,0.88323,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.N4.V1_DN,0.0248,treatment_naive,False,0.942857142857143,1.2,0.4285714285714286
ONCOGENIC_MTOR_UP.N4.V1_UP,0.30744,treatment_naive,False,6.5,2.5,0.0
ONCOGENIC_MTOR_UP.V1_DN,0.26016,treatment_naive,False,3.2,1.4,0.4
ONCOGENIC_MTOR_UP.V1_UP,0.31451999999999997,treatment_naive,False,1.5,0.0,0.75
ONCOGENIC_MYC_UP.V1_DN,0.6903,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_MYC_UP.V1_UP,0.15765,treatment_naive,False,3.6000000000000005,0.0,2.333333333333333
ONCOGENIC_NFE2L2.V2,0.42518,treatment_naive,False,0.0,0.0,68.0
ONCOGENIC_NOTCH_DN.V1_DN,0.11184000000000001,treatment_naive,False,2.05,1.2,0.25
ONCOGENIC_NOTCH_DN.V1_UP,0.07505,treatment_naive,False,1.0,0.8205128205128205,0.25641025641025644
ONCOGENIC_NRL_DN.V1_DN,0.55335,treatment_naive,False,0.0,0.0,1.0
ONCOGENIC_NRL_DN.V1_UP,0.3221,treatment_naive,False,1.1666666666666667,0.5,0.5
ONCOGENIC_P53_DN.V1_DN,0.73425,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_P53_DN.V1_UP,0.49558,treatment_naive,True,5.0,6.0,3.0
ONCOGENIC_P53_DN.V2_DN,0.97141,anti_PD1,True,1.0,1.0,1.0
ONCOGENIC_P53_DN.V2_UP,0.8667100000000001,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.0025399999999999997,treatment_naive,True,0.9896907216494846,0.9793814432989691,0.9690721649484536
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.56909,anti_PD1,False,0.0,0.0,11.000000000000002
ONCOGENIC_PDGF_UP.V1_DN,0.24011,treatment_naive,False,0.2,0.5333333333333333,0.2
ONCOGENIC_PDGF_UP.V1_UP,0.69055,treatment_naive,False,1.0,0.0,1.0
ONCOGENIC_PIGF_UP.V1_DN,0.54618,treatment_naive,False,24.0,0.0,0.0
ONCOGENIC_PIGF_UP.V1_UP,0.21794000000000002,treatment_naive,False,0.17391304347826084,2.9130434782608696,0.043478260869565216
ONCOGENIC_PKCA_DN.V1_DN,0.89928,treatment_naive,False,0.0,0.0,3.0
ONCOGENIC_PKCA_DN.V1_UP,0.5191100000000001,anti_PD1,False,1.0,1.0,0.0
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.34988,treatment_naive,False,4.5,0.0,4.5
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.33468000000000003,treatment_naive,False,1.3333333333333337,0.0,5.333333333333334
ONCOGENIC_PRC2_EED_UP.V1_DN,0.81496,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.34408,treatment_naive,False,6.0,0.75,0.5
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.11475999999999999,treatment_naive,False,0.4285714285714286,1.0,0.5428571428571429
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.33255999999999997,treatment_naive,False,0.2,3.4,0.7999999999999999
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.42326,treatment_naive,False,6.25,0.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.9099799999999999,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_DN,0.88669,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_UP,0.6776,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V2_DN,0.66614,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_PTEN_DN.V2_UP,0.6239600000000001,treatment_naive,False,1.0,0.0,0.0
ONCOGENIC_RAF_UP.V1_DN,0.49394,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_RAF_UP.V1_UP,0.32266,treatment_naive,False,4.0,3.0,0.0
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.68552,treatment_naive,False,0.0,4.0,0.0
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.10742,anti_PD1,False,0.6153846153846154,0.8846153846153846,1.6923076923076923
ONCOGENIC_RB_DN.V1_DN,0.4087,treatment_naive,False,0.0,1.0,0.0
ONCOGENIC_RB_DN.V1_UP,0.40174,treatment_naive,False,0.0,0.9090909090909092,0.18181818181818185
ONCOGENIC_RB_P107_DN.V1_DN,0.58226,anti_PD1,False,0.0,1.0,0.0
ONCOGENIC_RB_P107_DN.V1_UP,0.34236,treatment_naive,False,0.25,0.75,0.8750000000000001
ONCOGENIC_RB_P130_DN.V1_DN,0.20936,treatment_naive,False,0.375,2.875,0.0
ONCOGENIC_RB_P130_DN.V1_UP,0.27014,treatment_naive,False,0.10526315789473684,3.052631578947368,0.3157894736842105
ONCOGENIC_RELA_DN.V1_DN,0.6036100000000001,anti_PD1,False,0.0,1.0,0.0
ONCOGENIC_RELA_DN.V1_UP,0.00236,treatment_naive,False,1.0103092783505154,0.865979381443299,1.0206185567010309
ONCOGENIC_RPS14_DN.V1_DN,0.09141,treatment_naive,False,2.0,0.696969696969697,0.4545454545454545
ONCOGENIC_RPS14_DN.V1_UP,0.93653,treatment_naive,True,1.0,1.0,1.0
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.46621999999999997,anti_PD1,False,1.0,0.0,33.0
ONCOGENIC_SIRNA_EIF4GI_DN,0.54568,treatment_naive,False,0.0,2.0,2.0
ONCOGENIC_SIRNA_EIF4GI_UP,0.40618000000000004,treatment_naive,False,0.2857142857142857,3.8571428571428568,0.14285714285714285
ONCOGENIC_SNF5_DN.V1_DN,0.84285,treatment_naive,False,1.0,1.0,0.0
ONCOGENIC_SNF5_DN.V1_UP,0.72239,treatment_naive,False,0.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_DN,0.5614,treatment_naive,False,0.6666666666666667,0.33333333333333337,0.33333333333333337
ONCOGENIC_SRC_UP.V1_UP,0.88626,anti_PD1,False,0.0,0.0,0.0
ONCOGENIC_STK33_DN,0.15291,treatment_naive,False,0.6,1.36,0.16
ONCOGENIC_STK33_NOMO_DN,0.76544,treatment_naive,False,0.0,0.0,0.0
ONCOGENIC_STK33_NOMO_UP,0.00588,treatment_naive,False,0.9684210526315792,1.0421052631578949,0.18947368421052632
ONCOGENIC_STK33_SKM_DN,0.58302,treatment_naive,False,0.0,0.0,1.0
ONCOGENIC_STK33_SKM_UP,0.0059,treatment_naive,False,0.9263157894736842,1.0526315789473684,0.4421052631578947
ONCOGENIC_STK33_UP,0.0045899999999999995,treatment_naive,False,0.9595959595959596,1.0101010101010102,0.4848484848484849
ONCOGENIC_TBK1.DF_DN,0.14707,treatment_naive,False,0.4285714285714285,2.4642857142857135,0.2857142857142857
ONCOGENIC_TBK1.DF_UP,0.09882,treatment_naive,False,1.28,1.72,0.2
