,beanie_pval,direction,robust,excluded_BRCA_26,excluded_BRCA_44,excluded_BRCA_41,excluded_BRCA_39,excluded_BRCA_28,excluded_BRCA_11,excluded_BRCA_12,excluded_BRCA_40,excluded_BRCA_21,excluded_BRCA_17,excluded_BRCA_36,excluded_BRCA_1,excluded_BRCA_42,excluded_BRCA_15,excluded_BRCA_0,excluded_BRCA_50,excluded_BRCA_30,excluded_BRCA_5,excluded_BRCA_16,excluded_BRCA_27,excluded_BRCA_31,excluded_BRCA_34,excluded_BRCA_29,excluded_BRCA_46,excluded_BRCA_45
REACTOME_INTERFERON_SIGNALING,0.0014199999999999998,TNBC,False,0.7,1.0,1.0,1.0,0.93,0.98,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.95,1.0,1.0,1.0,0.99,0.94,1.0,1.0,0.99,0.99,1.0,1.0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.99998,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,0.05587999999999999,TNBC,False,0.3818181818181818,1.1636363636363636,1.0363636363636362,0.7999999999999999,0.8727272727272726,0.4363636363636363,0.41818181818181815,0.9454545454545454,1.1090909090909091,0.1272727272727273,0.7272727272727273,1.1090909090909091,0.6545454545454544,0.41818181818181815,1.4727272727272729,0.8363636363636363,0.6909090909090908,0.21818181818181812,0.9454545454545454,0.8909090909090909,0.6363636363636362,0.9454545454545454,0.6727272727272726,0.7818181818181817,0.7818181818181817
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,0.9999600000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WP_TYPE_II_INTERFERON_SIGNALING,0.010620000000000001,TNBC,False,0.4791666666666667,0.9583333333333334,1.0416666666666667,1.03125,0.6979166666666667,0.6354166666666666,0.9166666666666669,1.0416666666666667,1.0208333333333333,1.03125,1.0416666666666667,0.9270833333333334,0.9166666666666669,0.875,1.0416666666666667,1.03125,1.03125,0.8229166666666667,0.7083333333333334,0.96875,1.0416666666666667,0.9583333333333334,0.8958333333333334,1.0208333333333333,0.96875
WP_TYPE_III_INTERFERON_SIGNALING,0.8923399999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BROWNE_INTERFERON_RESPONSIVE_GENES,0.06702000000000001,TNBC,False,0.08108108108108109,0.13513513513513514,2.5945945945945947,1.9459459459459456,0.054054054054054064,0.1891891891891892,0.8378378378378378,2.4324324324324325,1.4594594594594597,1.6216216216216215,2.243243243243243,0.5135135135135135,0.5945945945945946,1.0540540540540542,2.6486486486486487,1.648648648648649,1.648648648648649,0.7837837837837838,0.24324324324324326,1.162162162162162,2.621621621621621,1.0540540540540542,0.9729729729729728,1.9729729729729732,0.5135135135135135
ZHANG_INTERFERON_RESPONSE,0.19885,TNBC,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
REACTOME_CYTOPROTECTION_BY_HMOX1,0.92453,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,0.42798,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PAM50,0.8456,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WU_ET_AL_BASAL_SC,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WU_ET_AL_HER2E_SC,0.0069,TNBC,False,0.9696969696969696,0.4747474747474748,0.9090909090909092,0.98989898989899,0.9696969696969696,1.0101010101010102,0.8080808080808082,0.9595959595959596,0.8484848484848485,1.0,1.0101010101010102,0.9797979797979798,0.9797979797979798,0.8787878787878788,1.0101010101010102,0.9191919191919192,1.0101010101010102,0.7474747474747475,0.9494949494949496,1.0101010101010102,0.9797979797979798,0.9494949494949496,1.0101010101010102,0.9797979797979798,0.8888888888888891
WU_ET_AL_LUMA_SC,0.39354,ER+,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WU_EL_AL_LUMB_SC,0.00173,ER+,True,1.0101010101010102,1.0,0.9595959595959596,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.98989898989899,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.98989898989899,0.98989898989899,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102
HALLMARK_ADIPOGENESIS,0.04662,TNBC,False,0.5217391304347826,1.0217391304347825,1.4347826086956519,0.9565217391304348,0.934782608695652,1.173913043478261,0.43478260869565216,1.2608695652173911,0.6086956521739131,0.9565217391304348,1.4999999999999998,1.4999999999999998,1.2173913043478262,0.3478260869565217,1.7391304347826086,0.5869565217391305,1.391304347826087,0.4565217391304348,1.108695652173913,1.3695652173913042,1.6086956521739129,1.1304347826086956,1.6086956521739129,1.4782608695652175,0.9130434782608696
HALLMARK_ALLOGRAFT_REJECTION,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_ANDROGEN_RESPONSE,0.16838,TNBC,False,0.5,0.3,2.0,0.7000000000000001,2.1,1.4,0.3,0.6,0.1,1.7999999999999998,0.2,2.0,0.7000000000000001,0.6,2.5,0.2,1.7,0.1,0.7000000000000001,1.2,1.1,0.3,1.2,3.4,0.5
HALLMARK_ANGIOGENESIS,0.75444,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_APICAL_JUNCTION,0.036289999999999996,TNBC,False,1.0655737704918034,1.3770491803278688,0.9508196721311476,0.9672131147540984,0.6229508196721312,0.8852459016393444,1.147540983606557,1.2295081967213115,0.8360655737704918,1.2459016393442623,0.9508196721311476,1.1311475409836065,1.180327868852459,0.29508196721311475,1.2950819672131149,0.7049180327868853,1.0327868852459017,0.3278688524590164,0.5737704918032787,1.3442622950819672,0.8524590163934427,1.180327868852459,1.098360655737705,1.3770491803278688,1.1967213114754098
HALLMARK_APICAL_SURFACE,0.22574,ER+,False,1.6666666666666667,0.0,0.0,0.0,1.3333333333333337,0.33333333333333337,1.0,2.666666666666667,0.33333333333333337,0.6666666666666667,0.33333333333333337,0.6666666666666667,1.0,5.333333333333334,4.0,3.0,2.0,0.0,0.33333333333333337,1.0,0.33333333333333337,0.6666666666666667,0.33333333333333337,1.0,1.0
HALLMARK_APOPTOSIS,0.92948,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_BILE_ACID_METABOLISM,0.81208,TNBC,False,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00746,TNBC,False,1.0104166666666667,1.0416666666666667,0.9895833333333334,0.9375,1.0208333333333333,0.8854166666666666,0.90625,0.9895833333333334,0.90625,1.0104166666666667,1.0104166666666667,1.0,0.96875,0.8229166666666667,1.03125,0.9270833333333334,0.96875,0.875,0.9895833333333334,1.03125,1.0104166666666667,1.0104166666666667,1.0208333333333333,1.03125,0.9479166666666669
HALLMARK_COAGULATION,0.0766,TNBC,False,0.275,0.6,0.3,1.4249999999999998,1.075,0.6,1.15,0.95,0.925,1.7,0.7999999999999999,1.4999999999999998,0.65,0.5499999999999999,1.15,0.45,1.0499999999999998,0.4,0.7499999999999999,0.825,0.25,0.625,1.1,2.225,0.85
HALLMARK_COMPLEMENT,0.0028,TNBC,False,0.7070707070707071,1.0,1.0101010101010102,1.0,0.9797979797979798,0.9090909090909092,1.0101010101010102,0.98989898989899,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,0.98989898989899,0.98989898989899,1.0101010101010102,0.9191919191919192,0.98989898989899,0.9595959595959596,0.9393939393939394,0.9797979797979798,0.9797979797979798,0.9696969696969696,0.9595959595959596,1.0,1.0101010101010102
HALLMARK_DNA_REPAIR,0.15869,TNBC,False,1.5,3.5,2.166666666666667,0.8333333333333334,1.8333333333333333,2.166666666666667,0.33333333333333337,1.0,1.5,2.5,3.5,3.0,1.8333333333333333,0.0,2.5,1.3333333333333337,3.166666666666667,0.8333333333333334,1.5,3.166666666666667,4.833333333333333,0.16666666666666669,0.5,1.8333333333333333,2.833333333333333
HALLMARK_E2F_TARGETS,0.007109999999999999,TNBC,False,1.0105263157894735,1.0526315789473684,1.0526315789473684,1.0210526315789474,0.8631578947368421,0.9157894736842106,0.9157894736842106,0.9157894736842106,1.0526315789473684,1.0105263157894735,1.0421052631578949,1.0105263157894735,0.9578947368421054,0.7157894736842106,1.0210526315789474,0.8421052631578948,0.9894736842105264,0.9157894736842106,1.0210526315789474,0.9894736842105264,1.0421052631578949,0.8842105263157894,0.8947368421052632,0.8526315789473685,1.0315789473684212
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10367,TNBC,False,0.5,8.0,0.5,4.199999999999998,1.0,2.6,5.999999999999999,4.4,4.3,2.6,1.4999999999999998,0.6,4.6,1.3,1.2,3.9,1.4999999999999998,0.2,0.7999999999999999,6.6,0.0,3.1,3.9,4.3,1.7999999999999998
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_ESTROGEN_RESPONSE_LATE,0.008459999999999999,ER+,False,0.9666666666666668,1.0333333333333334,0.8333333333333333,1.0555555555555556,0.9555555555555556,0.9111111111111109,1.1111111111111112,1.1111111111111112,1.0444444444444445,1.0777777777777775,1.1111111111111112,0.5222222222222221,1.0888888888888888,1.1111111111111112,1.0333333333333334,1.1111111111111112,0.9222222222222222,1.0111111111111108,1.022222222222222,1.1,0.9111111111111109,1.0111111111111108,1.0777777777777775,0.6444444444444444,1.022222222222222
HALLMARK_FATTY_ACID_METABOLISM,0.2033,TNBC,False,0.0,0.0,2.0,0.5,0.375,2.125,0.375,0.8750000000000001,0.0,1.25,2.125,1.5,1.375,0.0,3.375,0.375,1.0,0.125,0.625,1.125,1.25,0.5,0.75,0.375,0.125
HALLMARK_G2M_CHECKPOINT,0.06828,TNBC,False,1.4594594594594597,1.8648648648648647,2.054054054054054,1.4324324324324325,0.8108108108108107,0.8378378378378378,0.5675675675675675,0.4324324324324325,1.810810810810811,1.2162162162162162,1.162162162162162,1.4324324324324325,0.5945945945945946,0.1891891891891892,1.027027027027027,0.1891891891891892,1.7837837837837842,0.6756756756756757,1.2432432432432432,1.2972972972972974,2.081081081081081,0.8378378378378378,0.6216216216216216,0.7297297297297298,1.8378378378378382
HALLMARK_GLYCOLYSIS,0.0516,TNBC,False,0.4130434782608696,0.6304347826086956,1.1521739130434785,0.8043478260869564,1.4782608695652175,1.173913043478261,0.6739130434782609,0.4130434782608696,0.7826086956521738,1.5217391304347825,1.4130434782608696,0.9782608695652174,1.1521739130434785,0.3913043478260869,0.7608695652173912,0.8478260869565217,1.173913043478261,0.4130434782608696,0.7608695652173912,1.3478260869565215,1.1304347826086956,0.6304347826086956,1.3695652173913042,1.2608695652173911,1.391304347826087
HALLMARK_HEDGEHOG_SIGNALING,0.58509,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_HEME_METABOLISM,0.24544000000000002,TNBC,False,0.25,1.25,0.75,1.25,2.0,0.5,0.25,0.25,0.5,1.0,1.0,2.75,0.25,0.0,2.75,0.0,1.0,0.25,1.0,1.25,1.25,1.0,0.0,3.75,2.75
HALLMARK_HYPOXIA,0.01163,TNBC,False,0.8433734939759036,1.1686746987951808,0.9638554216867472,1.036144578313253,1.144578313253012,1.1325301204819278,0.8795180722891567,1.0963855421686748,1.1566265060240963,1.1686746987951808,1.0481927710843375,0.9879518072289156,0.9759036144578316,0.4578313253012049,0.6987951807228916,0.8795180722891567,0.9156626506024096,0.7469879518072291,1.0481927710843375,1.1566265060240963,1.072289156626506,1.1686746987951808,0.9638554216867472,1.144578313253012,1.0963855421686748
HALLMARK_IL2_STAT5_SIGNALING,0.0104,TNBC,False,0.6,1.1294117647058823,1.1058823529411763,1.0588235294117647,1.0235294117647058,0.976470588235294,0.8117647058823529,1.1176470588235294,1.0117647058823531,1.0823529411764707,0.9411764705882354,1.0705882352941176,0.8470588235294118,0.7764705882352941,1.1176470588235294,0.8117647058823529,1.1058823529411763,0.8941176470588236,1.0,0.8117647058823529,1.0823529411764707,1.0588235294117647,1.1058823529411763,0.9647058823529412,1.1176470588235294
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01095,TNBC,False,0.5368421052631579,1.0315789473684212,1.0526315789473684,1.0421052631578949,0.9473684210526316,0.6421052631578947,0.9157894736842106,0.9789473684210528,1.0421052631578949,1.0210526315789474,0.936842105263158,1.0315789473684212,0.8105263157894738,0.7894736842105263,1.0,1.0105263157894735,1.0210526315789474,0.8842105263157894,0.9473684210526316,0.9157894736842106,0.9263157894736842,1.0210526315789474,0.9263157894736842,1.0421052631578949,1.0105263157894735
HALLMARK_INFLAMMATORY_RESPONSE,0.149,TNBC,False,0.0,0.6363636363636365,2.636363636363636,3.4545454545454546,0.3636363636363637,0.0,2.363636363636364,2.8181818181818183,1.4545454545454546,1.6363636363636362,0.8181818181818181,0.2727272727272727,0.3636363636363637,1.181818181818182,4.090909090909091,2.0,1.181818181818182,0.9090909090909092,0.6363636363636365,0.5454545454545454,1.3636363636363635,3.1818181818181817,0.7272727272727273,1.9090909090909092,1.4545454545454546
HALLMARK_KRAS_SIGNALING_DN,0.59244,ER+,False,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
HALLMARK_KRAS_SIGNALING_UP,0.00014,TNBC,True,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_MITOTIC_SPINDLE,0.31242,TNBC,False,1.0,4.0,2.0,1.0,0.33333333333333337,0.0,0.0,0.0,1.3333333333333337,1.6666666666666667,1.0,2.333333333333333,0.0,0.0,0.33333333333333337,0.0,1.3333333333333337,0.0,1.0,1.3333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666667,1.6666666666666667,3.333333333333333
HALLMARK_MTORC1_SIGNALING,8e-05,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_MYC_TARGETS_V1,0.01028,TNBC,False,0.9565217391304348,1.076086956521739,1.0217391304347825,0.7826086956521738,0.8695652173913043,1.0652173913043477,0.7826086956521738,0.7608695652173912,1.0869565217391304,0.8369565217391304,1.076086956521739,1.0217391304347825,0.9782608695652174,0.5108695652173912,0.9782608695652174,0.8804347826086957,0.9239130434782608,0.5978260869565217,1.0,1.0652173913043477,1.0869565217391304,0.8695652173913043,1.0652173913043477,0.7282608695652174,0.8695652173913043
HALLMARK_MYC_TARGETS_V2,0.3618,TNBC,False,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,1.0
HALLMARK_MYOGENESIS,0.03748,TNBC,False,0.9310344827586208,1.6034482758620692,1.1034482758620692,0.9655172413793104,1.0172413793103448,1.310344827586207,1.0862068965517242,1.3448275862068968,1.0862068965517242,1.206896551724138,1.1206896551724141,1.0689655172413794,1.310344827586207,0.4655172413793104,0.9482758620689656,0.5862068965517242,0.8793103448275863,0.4655172413793104,0.6896551724137931,1.4310344827586208,0.5172413793103449,0.7241379310344828,0.9137931034482759,1.5689655172413794,1.0
HALLMARK_NOTCH_SIGNALING,0.9690700000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.13312000000000002,TNBC,False,0.28,0.92,0.84,0.12,0.4,1.84,0.2,0.44,0.52,0.92,1.6,1.56,0.88,0.0,1.84,0.68,1.2,0.12,0.64,1.4,2.32,0.28,0.84,0.28,0.24
HALLMARK_P53_PATHWAY,0.036289999999999996,TNBC,False,0.859375,0.96875,0.828125,0.78125,0.921875,1.140625,0.609375,1.3125,0.703125,0.453125,1.421875,1.125,0.8750000000000001,0.46875,1.171875,0.859375,0.859375,0.703125,1.03125,1.171875,1.1875,1.515625,0.9375,0.8125,0.984375
HALLMARK_PANCREAS_BETA_CELLS,0.8587100000000001,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_PEROXISOME,0.17865999999999999,TNBC,False,2.0,1.6666666666666667,11.333333333333336,3.0,5.333333333333334,2.666666666666667,0.6666666666666667,0.6666666666666667,1.6666666666666667,4.0,4.333333333333334,2.666666666666667,2.333333333333333,0.33333333333333337,3.333333333333333,0.6666666666666667,7.333333333333334,0.0,1.6666666666666667,2.333333333333333,5.666666666666668,1.3333333333333337,4.666666666666667,4.333333333333334,3.0
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09233999999999999,TNBC,False,0.06896551724137932,0.8275862068965517,1.4482758620689655,0.8275862068965517,0.2758620689655173,0.7586206896551725,0.37931034482758624,0.8620689655172414,0.6896551724137931,1.517241379310345,1.6206896551724141,1.6896551724137931,0.8620689655172414,0.2413793103448276,1.137931034482759,0.6206896551724138,0.8275862068965517,0.4827586206896553,1.0344827586206895,0.9310344827586208,0.8620689655172414,0.5862068965517242,1.137931034482759,1.310344827586207,1.3793103448275863
HALLMARK_PROTEIN_SECRETION,0.2998,TNBC,False,0.5,5.0,5.0,0.5,2.0,1.5,0.5,0.0,3.0,2.0,1.5,2.5,0.0,0.0,1.0,0.0,3.5000000000000004,0.0,0.0,1.0,0.5,0.5,3.0,8.0,1.5
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.32299,TNBC,False,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
HALLMARK_SPERMATOGENESIS,0.65353,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_TGF_BETA_SIGNALING,0.41233000000000003,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.00715,TNBC,False,0.8064516129032258,0.9462365591397848,0.913978494623656,1.064516129032258,1.053763440860215,0.8602150537634409,1.0,1.053763440860215,1.021505376344086,0.9462365591397848,0.9784946236559141,1.0,0.8709677419354839,0.8387096774193549,1.064516129032258,1.075268817204301,1.032258064516129,0.8924731182795698,0.989247311827957,1.053763440860215,1.043010752688172,1.075268817204301,0.913978494623656,1.021505376344086,1.043010752688172
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07822,TNBC,False,0.3548387096774194,1.9677419354838708,1.1290322580645158,0.7096774193548387,1.6129032258064515,1.2258064516129032,0.0967741935483871,0.5806451612903225,1.5483870967741935,0.6451612903225807,0.9677419354838708,1.5806451612903225,0.9677419354838708,0.06451612903225806,0.6451612903225807,0.29032258064516125,1.2258064516129032,0.16129032258064518,1.2258064516129032,1.0645161290322582,1.6451612903225807,0.25806451612903225,1.4838709677419355,1.032258064516129,1.1290322580645158
HALLMARK_UV_RESPONSE_DN,0.63994,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HALLMARK_UV_RESPONSE_UP,0.23861999999999997,TNBC,False,1.0,7.000000000000001,5.5,4.5,2.0,1.5,0.0,0.0,4.5,3.0,1.0,2.5,0.0,0.5,1.0,1.0,7.000000000000001,0.5,2.0,0.5,3.5000000000000004,10.5,1.0,2.5,4.0
